#,Name,Team,GS,G,IP,W,L,QS,SV,HLD,H,ER,HR,SO,BB,K/9,BB/9,K/BB,HR/9,AVG,WHIP,BABIP,LOB%,ERA,FIP,ADP
2365,Tanner Kiest,LAD,0,1,1.1,0,0,0,0,0,1,1,0,1,1,7.83,4.71,1.66,0.99,0.244,1.44,0.291,69.70%,4.47,4.59,999
2366,Jake Higginbotham,SDP,0,1,1.1,0,0,0,0,0,1,1,0,1,1,7.08,3.47,2.04,1.32,0.251,1.36,0.281,68.80%,4.67,4.8,999
2367,Shawn Semple,,1,1,4,0,0,0,0,0,4,2,1,2,1,4.24,3.35,1.26,1.52,0.275,1.49,0.276,65.40%,5.54,5.69,999
2368,Bryan Chi,TEX,1,1,2.1,0,0,0,0,0,3,1,0,2,1,5.99,4.53,1.32,1.5,0.267,1.61,0.284,68.50%,5.49,5.68,999
2369,Hanser Alberto,,0,1,0.2,0,0,0,0,0,1,0,0,1,0,10.31,4.78,2.16,1.92,0.254,1.93,0.285,83.30%,4.72,5.44,999
2370,Modeifi Marte,ARI,0,1,1,0,0,0,0,0,1,1,0,1,0,6.28,3.63,1.73,1.17,0.263,1.34,0.296,62.70%,5.05,4.8,999
2371,Nick Starr,DET,0,1,1.1,0,0,0,0,0,1,1,0,1,1,6.86,3.38,2.03,1.41,0.259,1.38,0.287,66.80%,4.96,4.94,999
2372,Keylan Killgore,,0,1,1.1,0,0,0,0,0,1,1,0,1,1,7.72,4.87,1.59,1.11,0.258,1.54,0.303,69.00%,4.92,4.83,999
2373,Evan Kravetz,CIN,0,1,1.2,0,0,0,0,0,2,1,0,1,1,7.83,4.45,1.76,1.4,0.246,1.47,0.279,70.30%,4.85,5.09,999
2374,Ty Tice,,0,1,1,0,0,0,0,0,1,1,0,1,1,8.49,5.29,1.6,1.19,0.247,1.61,0.291,73.10%,4.68,4.93,999
2375,Marshall Kasowski,,0,1,1,0,0,0,0,0,1,1,0,1,1,8.44,5.08,1.66,1.28,0.235,1.47,0.276,71.10%,4.65,4.99,999
2376,Daniel Ouderkirk,SEA,0,1,1,0,0,0,0,0,1,1,0,1,0,5.7,3.58,1.59,1.06,0.257,1.23,0.288,58.40%,5,4.75,999
2377,Jack Noble,MIN,1,1,3,0,0,0,0,0,3,2,0,2,1,6.57,4.64,1.41,1.49,0.262,1.53,0.285,66.00%,5.54,5.56,999
2378,Brody Rodning,HOU,0,1,1,0,0,0,0,0,1,1,0,1,0,7.45,3.99,1.87,1.34,0.25,1.41,0.284,68.60%,4.82,4.92,999
2379,Zack Burdi,,0,1,1.1,0,0,0,0,0,1,1,0,1,1,9,4.66,1.93,1.31,0.239,1.48,0.283,72.90%,4.52,4.77,999
2380,Joseph Menefee,CIN,0,1,1.2,0,0,0,0,0,2,1,0,2,1,9.32,5.86,1.59,1.24,0.236,1.56,0.288,71.20%,4.82,5.02,999
2381,Hunter Dollander,,1,1,2.2,0,0,0,0,0,3,2,0,2,2,5.94,5.15,1.15,1.4,0.271,1.68,0.291,68.00%,5.65,5.75,999
2382,Eric Torres,LAA,0,1,1.1,0,0,0,0,0,1,1,0,1,1,10.52,6.47,1.62,1.28,0.217,1.59,0.27,75.70%,4.42,5.02,999
2383,Christian Mejias,,1,1,4.1,0,0,0,0,0,4,2,1,3,2,6,4.31,1.39,1.48,0.256,1.5,0.272,68.10%,5.23,5.55,999
2384,Kyle Marman,,0,1,1,0,0,0,0,0,1,1,0,1,1,8.38,5.08,1.65,1.2,0.247,1.56,0.291,71.80%,4.73,4.9,999
2385,Justin Miknis,PIT,0,1,0.2,0,0,0,0,0,1,0,0,0,0,5.89,3.9,1.51,1.38,0.271,1.47,0.293,64.10%,5.47,5.3,999
2386,Billy Lescher,,0,1,1,0,0,0,0,0,1,1,0,1,0,6.97,3.64,1.91,1.33,0.254,1.42,0.282,69.70%,4.74,4.9,999
2387,Colton Eastman,,1,1,3.1,0,0,0,0,0,4,2,0,2,2,6.13,4.76,1.29,1.21,0.266,1.59,0.291,68.40%,5.21,5.29,999
2388,Jack Bushell,DET,1,1,3,0,0,0,0,0,3,2,0,2,2,5.56,4.68,1.19,1.24,0.275,1.53,0.298,62.90%,5.69,5.43,999
2389,Ryan Johnson,LAA,0,10,10,0,0,0,0,0,10,6,1,9,5,8.52,4.09,2.08,1.27,0.235,1.44,0.271,67.30%,4.96,4.68,999
2390,Ryan Harbin,PIT,0,1,1.1,0,0,0,0,0,1,1,0,1,1,7.87,5.46,1.44,0.94,0.256,1.6,0.306,70.00%,4.79,4.77,999
2391,Daniel Keaney,TEX,1,1,3.1,0,0,0,0,0,4,2,1,2,1,6.24,4.08,1.53,1.61,0.276,1.55,0.296,64.90%,5.81,5.62,999
2392,Trent Baker,MIN,1,1,4.1,0,0,0,0,0,5,3,1,3,2,5.3,3.86,1.37,1.38,0.27,1.46,0.286,64.10%,5.46,5.4,999
2393,Andrew Schultz,PHI,0,1,1,0,0,0,0,0,1,1,0,1,1,9.06,6.26,1.45,1.17,0.24,1.65,0.29,72.60%,4.82,5.11,999
2394,Patrick Wicklander,,1,1,3,0,0,0,0,0,3,2,0,2,1,5.61,4.18,1.34,1.33,0.267,1.51,0.286,66.10%,5.34,5.38,999
2395,Jack O'Loughlin,COL,0,8,8,0,0,0,0,1,9,5,1,6,3,6.79,3.69,1.84,1.27,0.28,1.54,0.314,67.20%,5.26,4.87,999
2396,Enmanuel Mejia,PHI,0,1,1.1,0,0,0,0,0,1,1,0,1,1,8.54,5.15,1.66,1.09,0.238,1.53,0.283,73.40%,4.38,4.73,999
2397,Eric Yost,SDP,1,1,4.1,0,0,0,0,0,5,3,1,2,2,4.67,3.62,1.29,1.33,0.283,1.53,0.295,64.30%,5.59,5.4,999
2398,Hunter Omlid,COL,0,1,2,0,0,0,0,0,2,1,0,1,1,6.68,3.76,1.78,1.28,0.274,1.39,0.312,60.50%,5.51,4.92,999
2399,Jimmy Endersby,,1,1,3,0,0,0,0,0,3,2,0,2,1,5.81,4.17,1.39,1.4,0.263,1.49,0.28,66.50%,5.3,5.43,999
2400,Luis Morellis,CIN,1,1,3,0,0,0,0,0,3,2,1,2,2,7.3,5.37,1.36,1.68,0.269,1.62,0.298,63.50%,6.23,5.92,999
2401,Reidis Sena,BOS,0,1,1.2,0,0,0,0,0,2,1,0,1,1,8.14,4.95,1.65,1.12,0.259,1.54,0.31,68.40%,5,4.78,999
2402,Justin Yeager,MIL,0,1,1,0,0,0,0,0,1,1,0,1,1,7.68,4.59,1.67,1.3,0.24,1.39,0.276,68.00%,4.81,5.01,999
2403,Larson Kindreich,TEX,1,1,2.1,0,0,0,0,0,2,1,0,2,2,7.9,6.49,1.22,1.33,0.241,1.62,0.278,68.70%,5.37,5.68,999
2404,Alberto Pacheco,COL,1,1,5,0,0,0,0,0,6,4,1,3,2,4.52,4.24,1.07,1.39,0.3,1.61,0.313,60.00%,6.37,5.73,999
2405,Dalton Rogers,BOS,1,1,4,0,0,0,0,0,4,3,1,3,3,6.7,5.65,1.19,1.23,0.273,1.69,0.308,66.70%,5.7,5.51,999
2406,Mike Ford,MIN,0,1,1,0,0,0,0,0,1,0,0,1,0,10.39,4.81,2.16,1.74,0.249,1.82,0.286,81.30%,4.6,5.16,999
2407,Anthony Narvaez,MIN,1,1,3.1,0,0,0,0,0,4,2,1,2,1,6.18,4.01,1.54,1.56,0.268,1.53,0.285,67.60%,5.45,5.54,999
2408,Eligio Paredes,,1,1,2,0,0,0,0,0,2,1,0,2,1,6.73,4.74,1.42,1.44,0.265,1.53,0.293,64.70%,5.64,5.49,999
2409,Jake Walsh,,0,1,1,0,0,0,0,0,1,1,0,1,1,8.62,4.8,1.8,1.28,0.245,1.53,0.287,72.80%,4.63,4.87,999
2410,Alimber Santa,HOU,1,1,2.2,0,0,0,0,0,3,2,0,3,2,8.34,6.5,1.28,1.25,0.244,1.69,0.286,71.40%,5.13,5.47,999
2411,Norge Ruiz,,0,1,1.1,0,0,0,0,0,1,1,0,1,0,6.36,3.38,1.88,1.16,0.27,1.51,0.299,70.00%,4.77,4.7,999
2412,Noah Dean,BOS,1,1,3.1,0,0,0,0,0,3,2,0,3,3,8.36,7.18,1.16,1.12,0.249,1.7,0.303,67.10%,5.57,5.5,999
2413,Harold Chirino,SDP,0,1,1.1,0,0,0,0,0,1,1,0,1,1,8.08,5.03,1.61,1.14,0.247,1.56,0.288,72.30%,4.61,4.86,999
2414,Tyler Chatwood,,0,1,1,0,0,0,0,0,1,0,0,1,0,8.02,5.14,1.56,1.15,0.26,1.75,0.3,74.80%,4.73,4.93,999
2415,Chance Adams,,0,1,1.1,0,0,0,0,0,1,1,0,1,0,5.94,3.57,1.66,1.39,0.285,1.59,0.309,67.20%,5.49,5.19,999
2416,Christian Molfetta,,0,1,1,0,0,0,0,0,1,1,0,1,1,10.8,5.18,2.09,1.75,0.244,1.82,0.284,81.40%,4.61,5.21,999
2417,Logan Sawyer,,0,1,1.1,0,0,0,0,0,1,1,0,1,1,7.3,4.01,1.82,1.24,0.259,1.5,0.294,70.40%,4.79,4.83,999
2418,Josh Ekness,MIA,0,12,12,1,1,0,0,1,11,6,2,12,6,8.85,4.63,1.91,1.13,0.238,1.43,0.289,71.70%,4.38,4.53,999
2419,Manuel Urias,HOU,1,1,3.2,0,0,0,0,0,4,2,1,2,2,5.4,3.63,1.49,1.5,0.273,1.48,0.286,64.80%,5.53,5.49,999
2420,Reyes Moronta,,0,1,1,0,0,0,0,0,1,1,0,1,1,9.7,5.94,1.63,1.4,0.222,1.53,0.266,73.70%,4.63,5.18,999
2421,Yolmer Sánchez,LAA,0,1,0.2,0,0,0,0,0,1,0,0,1,0,9.28,4.66,1.99,1.82,0.254,1.87,0.282,81.40%,4.76,5.48,999
2422,Ian Koenig,SDP,1,1,3,0,0,0,0,0,3,2,1,2,1,5.73,3.72,1.54,1.56,0.27,1.44,0.285,63.50%,5.61,5.52,999
2423,Edgar Navarro,,0,1,1,0,0,0,0,0,1,1,0,1,1,6.68,5.57,1.2,0.95,0.261,1.64,0.3,69.10%,5.02,5.08,999
2424,Denny Bentley,,0,1,1.1,0,0,0,0,0,1,1,0,1,1,7.57,4.39,1.72,1.18,0.252,1.46,0.291,69.40%,4.75,4.81,999
2425,Eddy Yean,PIT,0,1,1.1,0,0,0,0,0,1,1,0,1,1,6.14,4.07,1.51,1.04,0.265,1.5,0.295,68.10%,4.84,4.82,999
2426,Will Kobos,,0,1,1.1,0,0,0,0,0,1,1,0,1,1,7.84,4.95,1.58,1.13,0.241,1.42,0.285,67.60%,4.76,4.86,999
2427,Anyer Laureano,CIN,0,1,1.2,0,0,0,0,0,1,1,0,2,1,8.87,6.08,1.46,1.13,0.233,1.51,0.288,68.60%,4.9,5.03,999
2428,Jose Davila,STL,1,1,4.2,0,0,0,0,0,5,3,1,3,2,5.14,4.03,1.28,1.3,0.272,1.48,0.289,63.90%,5.47,5.38,999
2429,James Jones,,0,1,1.1,0,0,0,0,0,1,1,0,1,1,7.39,4.76,1.55,1.19,0.251,1.5,0.287,69.60%,4.83,4.98,999
2430,Luis Devers,,1,1,3,0,0,0,0,0,3,2,0,2,2,5.58,4.62,1.21,1.21,0.271,1.56,0.294,65.40%,5.45,5.37,999
2431,Nick Brink,MIA,1,1,2,0,0,0,0,0,3,1,0,2,1,8.03,4.81,1.67,1.74,0.27,1.92,0.295,78.00%,5.22,5.69,999
2432,Andres Diaz,,1,1,2.1,0,0,0,0,0,3,2,0,1,1,4.41,3.41,1.29,1.49,0.292,1.58,0.3,64.10%,5.89,5.62,999
2433,Bennett Flynn,TOR,0,1,1.1,0,0,0,0,0,1,1,0,1,0,5.64,3.5,1.61,1.18,0.263,1.28,0.289,59.70%,5.16,4.91,999
2434,Jefferson Encarnacion,,0,1,0.1,0,0,0,0,0,0,0,0,0,0,8.33,8.08,1.03,2.36,0.283,2.6,0.298,82.20%,6.31,7.67,999
2435,Lincoln Henzman,ATH,0,1,1.1,0,0,0,0,0,2,1,0,1,1,6.07,3.71,1.64,1.14,0.274,1.54,0.302,68.70%,4.98,4.85,999
2436,Jayden Murray,HOU,1,1,4,0,0,0,0,0,5,3,1,3,2,6.06,4.05,1.5,1.48,0.277,1.59,0.297,67.40%,5.55,5.46,999
2437,Brandon Johnson,KCR,0,1,1.1,0,0,0,0,0,1,1,0,1,1,8.18,4.76,1.72,1.25,0.255,1.53,0.299,69.70%,4.94,4.9,999
2438,James Meeker,,0,1,2,0,0,0,0,0,2,1,0,1,1,6.27,3.15,1.99,1.27,0.255,1.33,0.279,67.50%,4.67,4.79,999
2439,Bryant Packard,,0,1,1,0,0,0,0,0,1,1,0,1,0,8.18,4.15,1.97,1.46,0.254,1.6,0.286,75.00%,4.71,5.01,999
2440,Woo-Suk Go,MIA,0,1,1.1,0,0,0,0,0,1,1,0,1,1,7.25,4.03,1.8,1.32,0.263,1.57,0.295,71.60%,4.89,4.96,999
2441,Juan Then,,0,1,1,0,0,0,0,0,1,1,0,1,1,7.2,5,1.44,1.25,0.267,1.79,0.297,74.30%,4.96,5.21,999
2442,Eddy Isturiz,CIN,0,1,0.1,0,0,0,0,0,1,0,0,1,0,11.74,5.9,1.99,2.47,0.256,2.26,0.284,87.50%,5.09,6.31,999
2443,Aidan Curry,TEX,1,1,4,0,0,0,0,0,4,2,1,3,2,6.49,4.73,1.37,1.5,0.259,1.51,0.281,65.70%,5.54,5.62,999
2444,Julio Rodriguez,HOU,0,1,1.1,0,0,0,0,0,1,1,0,1,1,7.73,5.3,1.46,0.83,0.248,1.57,0.296,71.80%,4.41,4.58,999
2445,Daniel Missaki,TEX,0,1,1.2,0,0,0,0,0,1,1,0,2,1,8.89,5.2,1.71,1.09,0.233,1.44,0.286,70.90%,4.46,4.66,999
2446,Yacksel Ríos,NYM,0,1,1,0,0,0,0,0,1,1,0,1,1,8.23,5.32,1.55,1.16,0.23,1.48,0.269,72.50%,4.43,4.95,999
2447,Joey Marciano,,0,1,1.1,0,0,0,0,0,1,1,0,1,1,8.28,5.34,1.55,0.97,0.249,1.63,0.297,73.30%,4.5,4.68,999
2448,C.J. Widger,SFG,0,1,1,0,0,0,0,0,1,1,0,1,1,8.62,4.53,1.9,1.3,0.235,1.38,0.279,70.00%,4.59,4.78,999
2449,Tyler Wells,BAL,0,10,10,1,0,0,0,1,9,5,2,9,3,7.75,2.74,2.83,1.43,0.241,1.21,0.273,68.60%,4.38,4.54,999
2450,Tyler Thornton,CLE,0,1,1,0,0,0,0,0,1,1,0,1,1,9.5,5.63,1.69,1.27,0.22,1.46,0.267,73.10%,4.42,4.93,999
2451,Tyler Thomas,,0,1,1.1,0,0,0,0,0,1,1,0,1,1,7.98,4.7,1.7,1.29,0.244,1.5,0.28,71.80%,4.68,4.98,999
2452,Luis Velasquez,NYY,0,1,1.2,0,0,0,0,0,1,1,0,1,1,8.44,5.75,1.47,1.06,0.237,1.53,0.286,70.60%,4.66,4.91,999
2453,Haylen Green,,0,1,1.1,0,0,0,0,0,1,1,0,1,1,6.08,4.02,1.51,1.21,0.266,1.5,0.292,67.70%,5.04,5.05,999
2454,Diomedes Hernandez,NYY,0,1,0.1,0,0,0,0,0,1,0,0,1,0,11.41,6.64,1.72,2.29,0.249,2.28,0.276,87.20%,4.96,6.38,999
2455,Ronan Kopp,LAD,0,1,2,0,0,0,0,0,1,1,0,2,1,10.24,6.31,1.62,1.12,0.211,1.48,0.269,73.80%,4.25,4.79,999
2456,Aaron Haase,DET,0,1,1.1,0,0,0,0,0,1,1,0,1,1,7.19,3.93,1.83,1.22,0.257,1.43,0.293,68.10%,4.82,4.78,999
2457,Andrick Nava,PHI,0,1,1,0,0,0,0,0,1,0,0,1,0,9.95,4.74,2.1,1.84,0.254,1.85,0.286,81.20%,4.79,5.38,999
2458,Chris Muller,,0,1,1,0,0,0,0,0,1,1,0,1,1,8.53,5.05,1.69,1.19,0.24,1.52,0.283,72.80%,4.53,4.84,999
2459,Chase Solesky,WSN,1,1,4.2,0,0,0,0,0,5,3,1,2,2,3.59,3.24,1.11,1.34,0.295,1.49,0.299,59.90%,5.96,5.52,999
2460,Alex Cornwell,STL,0,8,8,0,0,0,0,1,9,4,1,5,3,5.86,3.23,1.81,0.99,0.274,1.45,0.305,67.30%,4.75,4.51,999
2461,Eddy Alvarez,ATL,0,1,0.2,0,0,0,0,0,1,0,0,1,0,8.24,3.56,2.31,1.97,0.274,1.77,0.297,77.00%,5.29,5.54,999
2462,Taylor Snyder,,0,1,1,0,0,0,0,0,1,1,0,1,1,8.46,4.72,1.79,1.55,0.255,1.74,0.285,77.30%,4.8,5.28,999
2463,Shawn Goosenberg,CHW,0,1,1,0,0,0,0,0,1,1,0,1,0,7.76,4.29,1.81,1.56,0.26,1.64,0.288,73.80%,5.02,5.29,999
2464,Anderson Bido,HOU,0,1,1.1,0,0,0,0,0,2,1,0,1,0,5.45,2.95,1.85,1.42,0.288,1.43,0.308,61.80%,5.63,5.11,999
2465,Zack Short,HOU,0,1,1,0,0,0,0,0,1,1,0,1,0,8.84,3.98,2.22,1.64,0.254,1.67,0.285,78.20%,4.63,5.06,999
2466,Damon Dues,,0,1,1,0,0,0,0,0,1,1,0,1,0,7.3,3.67,1.99,1.35,0.258,1.46,0.29,70.00%,4.81,4.86,999
2467,Francis Peguero,,0,1,1.1,0,0,0,0,0,1,1,0,1,0,6.07,2.95,2.06,1.38,0.262,1.4,0.281,68.90%,4.8,4.94,999
2468,Isaac Gallegos,ATL,0,1,1.1,0,0,0,0,0,1,1,0,1,1,8.98,4.65,1.93,1.28,0.235,1.43,0.28,72.40%,4.45,4.73,999
2469,Jared Simpson,WSN,0,1,1.1,0,0,0,0,0,1,1,0,1,1,7.09,3.9,1.82,1.35,0.264,1.48,0.297,67.80%,5.1,4.99,999
2470,Tanner Shears,MIL,0,1,1.1,0,0,0,0,0,1,1,0,1,1,9.6,6.65,1.44,1.03,0.221,1.57,0.279,73.00%,4.45,4.92,999
2471,Logan Warmoth,,0,1,1,0,0,0,0,0,1,0,0,1,1,11.29,5.02,2.25,1.67,0.236,1.83,0.275,84.30%,4.17,4.94,999
2472,Ryan Higgins,,0,1,1,0,0,0,0,0,1,1,0,1,1,9.65,4.36,2.21,1.65,0.249,1.71,0.284,79.80%,4.55,5.04,999
2473,Connor Wietgrefe,PIT,0,1,2,0,0,0,0,0,2,1,0,1,1,6.74,3.26,2.07,1.29,0.262,1.33,0.294,64.60%,4.94,4.75,999
2474,Houston Harding,LAA,1,1,3,0,0,0,0,0,3,2,1,2,2,5.72,4.59,1.25,1.48,0.266,1.53,0.282,64.80%,5.67,5.72,999
2475,Mitch Neunborn,PHI,1,1,3,0,0,0,0,0,3,2,1,2,1,6.06,4.37,1.39,1.59,0.262,1.47,0.278,63.80%,5.69,5.72,999
2476,Alix Hernandez,SFG,1,1,2.2,0,0,0,0,0,3,2,0,2,2,7.24,5.35,1.35,1.27,0.254,1.58,0.288,68.60%,5.2,5.34,999
2477,Brett Phillips,,0,1,0.2,0,0,0,0,0,1,0,0,1,1,13.14,6.35,2.07,2.07,0.238,2.19,0.276,88.60%,4.41,5.59,999
2478,David Matoma,PIT,0,1,1.1,0,0,0,0,0,1,1,0,1,1,7.03,4.28,1.64,1.17,0.253,1.4,0.29,66.20%,4.89,4.86,999
2479,Brayan Castillo,COL,1,1,2.2,0,0,0,0,0,3,2,0,2,2,5.68,5.44,1.04,1.37,0.289,1.71,0.314,62.80%,6.34,5.85,999
2480,Bryce Tassin,,0,1,1.2,0,0,0,0,0,2,1,0,1,1,6.26,3.78,1.66,1.09,0.261,1.45,0.29,68.80%,4.7,4.75,999
2481,Eli Villalobos,,0,1,1.1,0,0,0,0,0,1,1,0,1,1,8.14,5.17,1.57,1.17,0.246,1.55,0.289,71.40%,4.73,4.93,999
2482,Stu Flesland III,COL,1,1,2.1,0,0,0,0,0,3,2,0,1,1,4.75,4.35,1.09,1.54,0.297,1.65,0.309,61.40%,6.44,5.93,999
2483,Ryan Leitch,,0,1,1,0,0,0,0,0,1,1,0,1,0,8.35,4.12,2.03,1.66,0.256,1.61,0.285,74.70%,4.94,5.25,999
2484,Albert Rivas,ATL,1,1,2.1,0,0,0,0,0,2,1,0,1,1,5.26,3.52,1.5,1.52,0.275,1.45,0.287,63.00%,5.65,5.51,999
2485,Jason Blanchard,SDP,0,1,1.1,0,0,0,0,0,1,1,0,1,1,8.05,4.24,1.9,1.3,0.25,1.47,0.289,70.70%,4.71,4.82,999
2486,Sabier Marte,NYY,1,1,4,0,0,0,0,0,4,3,1,2,2,4.53,4.05,1.12,1.37,0.283,1.5,0.294,60.30%,5.97,5.64,999
2487,Mason Hickman,CLE,0,1,1.2,0,0,0,0,0,2,1,0,1,1,8.02,4.6,1.74,1.17,0.24,1.42,0.282,70.10%,4.56,4.76,999
2488,Josh Harrison,,0,1,0.2,0,0,0,0,0,1,0,0,1,0,12.4,5.76,2.15,2.12,0.252,2.22,0.288,87.50%,4.66,5.62,999
2489,Isaiah Lowe,SDP,1,1,4.1,0,0,0,0,0,4,3,1,3,2,6.36,4.35,1.46,1.48,0.255,1.44,0.274,65.20%,5.35,5.49,999
2490,Domingo Tapia,,0,1,1,0,0,0,0,0,1,1,0,1,1,7.31,5.08,1.44,1.08,0.249,1.56,0.285,71.10%,4.69,4.96,999
2491,Pedro Santos,ATH,0,1,1,0,0,0,0,0,1,1,0,1,1,9.78,6.13,1.59,1.09,0.226,1.56,0.283,73.60%,4.41,4.79,999
2492,Danis Correa,ATH,0,1,1.1,0,0,0,0,0,1,1,0,1,1,8.49,5.15,1.65,1.14,0.24,1.51,0.285,72.10%,4.53,4.8,999
2493,Jack Anderson,BOS,0,1,1.2,0,0,0,0,0,2,1,0,1,1,5.84,2.82,2.07,1.26,0.261,1.31,0.282,66.10%,4.73,4.76,999
2494,Cam Sanders,PIT,0,1,1.2,0,0,0,0,0,1,1,0,2,1,10.22,6.62,1.54,0.98,0.223,1.61,0.286,75.20%,4.25,4.7,999
2495,Luis Cepeda,,1,1,2.1,0,0,0,0,0,3,1,0,1,1,5.48,4.21,1.3,1.47,0.299,1.76,0.318,67.10%,6.04,5.64,999
2496,Shawn Rapp,CLE,0,1,1.1,0,0,0,0,0,1,1,0,1,1,6.92,4.17,1.66,1.16,0.25,1.39,0.284,67.30%,4.76,4.85,999
2497,Trevor Bettencourt,,0,1,1.1,0,0,0,0,0,1,1,0,1,1,6.61,3.81,1.73,1.28,0.26,1.48,0.287,69.40%,4.86,4.96,999
2498,Luke Lashutka,MIA,0,1,2,0,0,0,0,0,2,1,0,2,1,7.7,3.89,1.98,1.26,0.258,1.47,0.297,70.00%,4.76,4.73,999
2499,Ben Metzinger,,0,1,1,0,0,0,0,0,1,1,0,1,0,7.39,4.02,1.84,1.47,0.249,1.44,0.276,70.20%,4.87,5.14,999
2500,Jordany Ventura,NYY,1,1,3.1,0,0,0,0,0,3,2,0,2,2,6.68,5.61,1.19,1.22,0.245,1.54,0.273,68.10%,5.12,5.48,999
2501,John McHenry,,0,1,0.1,0,0,0,0,0,1,0,0,0,0,9.98,5.94,1.68,2.27,0.27,2.35,0.293,85.30%,5.33,6.44,999
2502,Najer Victor,LAA,0,1,1,0,0,0,0,0,1,1,0,1,0,8.56,4.29,1.99,1.65,0.255,1.62,0.287,74.60%,4.97,5.25,999
2503,Daniel Martinez,,1,1,3.2,0,0,0,0,0,4,2,1,3,2,6.32,4.13,1.53,1.48,0.264,1.5,0.284,67.10%,5.34,5.42,999
2504,Yohemy Nolasco,CHW,1,1,2.1,0,0,0,0,0,3,2,0,1,1,4.96,4.28,1.16,1.53,0.277,1.57,0.287,64.00%,5.9,5.85,999
2505,Austin Pruitt,ATH,0,1,1.1,0,0,0,0,0,1,1,0,1,0,6.36,2.82,2.26,1.53,0.258,1.35,0.276,68.40%,4.87,5.03,999
2506,Thomas Balboni Jr.,NYY,0,1,1.1,0,0,0,0,0,1,1,0,1,1,9.63,5.61,1.72,1.39,0.232,1.55,0.279,73.10%,4.72,5.07,999
2507,Blake Taylor,,0,1,1,0,0,0,0,0,1,1,0,1,1,7.44,4.73,1.57,1.28,0.254,1.59,0.286,72.20%,4.82,5.1,999
2508,Alec Willis,STL,0,1,1.2,0,0,0,0,0,2,1,0,1,1,6.65,3.44,1.94,1.2,0.256,1.28,0.29,63.40%,4.85,4.7,999
2509,Jake Walters,,1,1,3.1,0,0,0,0,0,3,2,0,2,2,5.55,4.67,1.19,1.33,0.271,1.6,0.289,66.80%,5.51,5.56,999
