#,Name,Team,GS,G,IP,W,L,QS,SV,HLD,H,ER,HR,SO,BB,K/9,BB/9,K/BB,HR/9,AVG,WHIP,BABIP,LOB%,ERA,FIP,ADP
12,Tyler Glasnow,LAD,24,24,142,11,6,16,0,0,108,46,15,172,43,10.9,2.74,3.97,0.94,0.207,1.06,0.278,77.20%,2.94,3.15,92
13,Aaron Nola,PHI,31,31,187,12,10,17,0,0,170,77,25,186,44,8.95,2.14,4.18,1.19,0.237,1.15,0.287,72.40%,3.72,3.73,90.5
14,Sandy Alcantara,MIA,29,29,191,12,9,17,0,0,184,79,20,165,43,7.77,2.02,3.84,0.97,0.248,1.19,0.294,71.00%,3.72,3.63,144.6
15,Max Fried,NYY,29,29,177,12,9,18,0,0,156,67,17,165,52,8.41,2.66,3.16,0.87,0.232,1.18,0.283,73.20%,3.41,3.56,95.7
16,Corbin Burnes,ARI,31,31,187,13,9,19,0,0,163,71,19,187,54,9,2.62,3.44,0.92,0.231,1.17,0.288,73.40%,3.42,3.49,36.5
17,Cristopher Sánchez,PHI,29,29,172,12,9,17,0,0,163,70,16,152,48,7.95,2.49,3.19,0.84,0.246,1.23,0.297,71.50%,3.64,3.57,162.9
18,Yoshinobu Yamamoto,LAD,28,28,160,12,8,16,0,0,134,61,17,167,46,9.39,2.58,3.64,0.98,0.227,1.12,0.288,72.90%,3.41,3.47,61.2
19,Sonny Gray,STL,31,31,180,13,9,18,0,0,161,72,20,181,51,9.09,2.58,3.53,0.99,0.237,1.18,0.296,72.30%,3.62,3.56,115.4
20,Blake Snell,LAD,29,29,161,13,8,18,0,0,120,59,18,206,71,11.51,3.99,2.89,1.02,0.203,1.19,0.277,76.70%,3.27,3.54,42.5
21,Jacob deGrom,TEX,26,26,132,12,7,16,0,0,99,44,16,160,33,10.97,2.24,4.9,1.1,0.207,1,0.275,76.70%,3.01,3.18,48.1
22,Hunter Greene,CIN,29,29,170,12,9,17,0,0,135,68,24,202,63,10.68,3.32,3.21,1.28,0.212,1.16,0.27,75.10%,3.61,3.88,95.6
23,Spencer Strider,ATL,23,23,126,11,6,15,0,0,96,42,14,169,39,12.05,2.79,4.31,1.01,0.205,1.07,0.287,78.00%,2.96,3.01,111.2
24,Hunter Brown,HOU,29,29,167,12,9,17,0,0,149,66,17,177,59,9.57,3.16,3.03,0.91,0.233,1.24,0.297,73.70%,3.56,3.55,97.5
25,George Kirby,SEA,28,28,156,12,8,17,0,0,141,57,19,151,25,8.71,1.41,6.18,1.08,0.232,1.06,0.28,74.20%,3.28,3.37,63.4
26,Brandon Woodruff,MIL,26,26,153,11,7,16,0,0,127,56,20,173,40,10.24,2.38,4.29,1.2,0.217,1.09,0.273,76.20%,3.32,3.54,251.6
27,Clay Holmes,NYM,24,46,168,5,4,16,0,1,151,61,12,172,66,9.21,3.53,2.61,0.62,0.231,1.29,0.296,75.00%,3.26,3.33,236
28,Justin Steele,CHC,29,29,167,12,9,17,0,0,151,66,18,162,45,8.72,2.45,3.57,0.96,0.238,1.18,0.292,72.60%,3.56,3.56,118.3
29,Tanner Houck,BOS,29,41,182,8,7,16,0,1,179,80,17,162,57,8,2.83,2.83,0.86,0.255,1.3,0.308,70.60%,3.93,3.71,221
30,Yusei Kikuchi,LAA,31,31,168,12,10,17,0,0,148,71,23,188,55,10.09,2.97,3.4,1.22,0.231,1.21,0.291,73.30%,3.81,3.8,167.8
31,Kevin Gausman,TOR,32,32,194,12,11,17,0,0,184,87,25,190,58,8.81,2.68,3.29,1.16,0.245,1.24,0.297,71.20%,4.01,3.9,169.9
32,Zac Gallen,ARI,29,29,171,12,9,16,0,0,158,71,19,170,50,8.96,2.63,3.41,1,0.242,1.22,0.299,72.10%,3.72,3.62,121.1
33,Seth Lugo,KCR,31,31,187,11,11,16,0,0,187,86,23,162,51,7.81,2.44,3.2,1.09,0.257,1.27,0.302,69.80%,4.14,3.94,184.3
34,Jack Flaherty,DET,29,29,165,11,9,16,0,0,148,67,19,179,54,9.74,2.93,3.32,1.06,0.234,1.22,0.295,73.40%,3.68,3.64,141.8
35,Mitch Keller,PIT,31,31,179,12,10,16,0,0,177,80,21,167,53,8.41,2.66,3.16,1.08,0.251,1.28,0.301,71.30%,4.02,3.87,297
36,Luis Castillo,SEA,31,31,180,13,9,18,0,0,151,69,22,188,54,9.43,2.7,3.49,1.11,0.221,1.14,0.273,74.80%,3.43,3.7,99.9
37,Michael King,SDP,31,31,177,12,10,17,0,0,156,74,22,185,62,9.44,3.13,3.01,1.12,0.231,1.23,0.287,73.10%,3.77,3.86,63.8
38,Tanner Bibee,CLE,29,29,168,12,9,16,0,0,149,68,21,171,48,9.16,2.58,3.55,1.14,0.231,1.17,0.282,73.40%,3.64,3.76,90.4
39,Roki Sasaki,LAD,24,24,132,11,7,13,0,0,113,53,18,161,36,10.98,2.46,4.46,1.23,0.232,1.13,0.307,73.50%,3.64,3.54,999
40,Nathan Eovaldi,TEX,29,29,173,11,9,16,0,0,158,74,21,164,51,8.54,2.65,3.22,1.11,0.239,1.21,0.287,71.70%,3.83,3.89,201.9
41,Freddy Peralta,MIL,31,31,170,13,9,18,0,0,138,67,23,191,60,10.1,3.19,3.16,1.21,0.215,1.17,0.269,75.10%,3.56,3.87,102.6
42,Shohei Ohtani,LAD,21,21,123,9,6,13,0,0,96,44,15,150,41,10.92,2.99,3.66,1.06,0.21,1.11,0.278,76.40%,3.2,3.4,1.5
43,Zach Eflin,BAL,29,29,175,11,10,16,0,0,171,76,23,148,33,7.64,1.68,4.55,1.17,0.25,1.16,0.29,70.40%,3.89,3.83,194.7
44,Shane McClanahan,TBR,26,34,159,8,6,15,0,1,139,64,18,163,45,9.24,2.57,3.59,1.03,0.234,1.16,0.293,72.20%,3.62,3.59,121.6
45,Grayson Rodriguez,BAL,24,24,138,10,7,14,0,0,117,52,15,153,46,9.99,2.98,3.35,0.99,0.224,1.18,0.287,75.00%,3.4,3.5,148.9
46,Spencer Schwellenbach,ATL,29,29,166,12,9,16,0,0,150,68,20,158,45,8.58,2.46,3.49,1.08,0.237,1.18,0.286,72.20%,3.7,3.76,83.6
47,Brady Singer,CIN,29,29,168,10,10,15,0,0,168,79,23,156,49,8.38,2.65,3.16,1.23,0.252,1.29,0.298,70.70%,4.24,4.1,337.8
48,Joe Ryan,MIN,28,28,155,11,8,16,0,0,131,62,23,167,37,9.66,2.14,4.52,1.36,0.223,1.08,0.27,74.10%,3.61,3.81,92.5
49,Shota Imanaga,CHC,29,29,173,11,9,16,0,0,158,73,25,167,38,8.68,1.97,4.41,1.31,0.237,1.13,0.279,72.10%,3.81,3.9,77.5
50,Bryce Miller,SEA,31,31,172,13,9,18,0,0,147,67,22,168,46,8.8,2.43,3.63,1.15,0.224,1.12,0.269,74.00%,3.5,3.8,78.5
51,Ranger Suárez,PHI,28,40,163,7,6,15,0,1,156,72,18,146,51,8.04,2.79,2.88,0.98,0.249,1.27,0.298,70.60%,3.96,3.86,261.1
52,Carlos Rodón,NYY,31,31,172,11,10,17,0,0,143,74,26,190,59,9.97,3.11,3.21,1.36,0.221,1.18,0.272,73.50%,3.86,4.09,138.9
53,Brayan Bello,BOS,28,28,150,10,10,14,0,0,152,69,15,140,53,8.4,3.17,2.65,0.89,0.258,1.36,0.317,70.50%,4.11,3.78,364.1
54,Nick Lodolo,CIN,24,24,134,9,8,13,0,0,123,57,17,144,44,9.73,2.99,3.25,1.17,0.235,1.25,0.291,73.70%,3.82,3.83,243.1
55,MacKenzie Gore,WSN,31,31,166,11,10,16,0,0,154,75,20,171,63,9.29,3.4,2.73,1.1,0.243,1.31,0.302,71.40%,4.09,3.97,206.1
56,Taj Bradley,TBR,29,29,160,11,9,16,0,0,140,65,20,169,53,9.52,2.99,3.18,1.14,0.228,1.21,0.282,73.80%,3.68,3.82,196.8
57,Kodai Senga,NYM,26,34,160,8,6,16,0,1,127,61,18,177,68,10.01,3.86,2.6,0.99,0.213,1.23,0.273,75.50%,3.43,3.8,159.7
58,Bailey Ober,MIN,29,29,168,11,10,15,0,0,152,74,26,167,42,8.93,2.23,4.01,1.4,0.236,1.15,0.279,71.50%,3.98,4.06,81.4
59,Jesús Luzardo,PHI,26,40,157,6,6,14,0,1,141,68,22,163,50,9.38,2.86,3.28,1.24,0.234,1.22,0.285,72.80%,3.9,3.96,243.6
60,Nick Pivetta,SDP,28,28,151,11,9,15,0,0,126,63,22,170,51,10.07,3.03,3.33,1.3,0.22,1.17,0.274,73.80%,3.75,3.95,181.9
61,Reynaldo López,ATL,31,31,172,11,10,16,0,0,153,76,22,174,60,9.11,3.16,2.88,1.14,0.237,1.24,0.292,71.10%,4,3.98,165.3
62,Drew Rasmussen,TBR,19,43,127,4,3,12,0,1,109,45,12,131,34,9.26,2.37,3.9,0.86,0.226,1.12,0.286,74.70%,3.17,3.27,243.3
63,Clarke Schmidt,NYY,26,32,143,8,7,15,0,1,126,58,18,148,47,9.32,2.95,3.16,1.16,0.228,1.21,0.279,74.20%,3.68,3.88,239
64,Jared Jones,PIT,24,32,139,7,6,14,0,1,122,57,15,140,49,9.09,3.17,2.86,1,0.232,1.23,0.287,73.00%,3.68,3.79,137.8
65,Bryan Woo,SEA,26,26,134,11,7,15,0,0,111,49,17,132,33,8.9,2.2,4.04,1.12,0.219,1.08,0.264,75.10%,3.29,3.65,133.5
66,Kumar Rocker,TEX,23,29,113,7,5,13,0,1,98,43,13,126,36,9.96,2.89,3.45,1.01,0.226,1.18,0.29,74.60%,3.45,3.5,312
67,Ryan Pepiot,TBR,29,29,156,11,9,16,0,0,132,63,20,165,56,9.55,3.21,2.97,1.18,0.222,1.2,0.272,74.40%,3.66,3.95,166.5
68,Brandon Pfaadt,ARI,23,32,135,6,5,13,0,1,129,57,17,132,31,8.78,2.04,4.31,1.15,0.244,1.18,0.295,72.20%,3.77,3.68,178.1
69,José Soriano,LAA,26,26,146,9,9,14,0,0,135,65,14,136,65,8.42,3.99,2.11,0.87,0.243,1.37,0.299,71.60%,4.01,4.02,326.4
70,Reese Olson,DET,26,26,134,10,8,14,0,0,123,55,14,126,44,8.47,2.99,2.83,0.93,0.238,1.25,0.29,72.60%,3.7,3.76,257.7
71,Nick Martinez,CIN,23,49,166,4,4,13,0,1,158,76,23,145,47,7.83,2.56,3.05,1.27,0.245,1.23,0.282,70.50%,4.14,4.23,326.1
72,David Peterson,NYM,26,32,147,8,7,14,0,1,136,62,15,140,57,8.61,3.51,2.46,0.91,0.24,1.32,0.295,72.60%,3.83,3.87,344.2
73,Luis Severino,ATH,31,31,176,11,10,16,0,0,165,79,22,164,59,8.39,3.01,2.79,1.15,0.242,1.27,0.287,71.60%,4.04,4.1,303.2
74,José Berríos,TOR,32,32,196,11,12,16,0,0,195,96,28,165,57,7.54,2.63,2.87,1.27,0.254,1.28,0.291,69.20%,4.38,4.33,248.9
75,Gavin Williams,CLE,26,26,132,10,8,14,0,0,115,54,15,136,52,9.3,3.57,2.6,1,0.228,1.27,0.285,73.70%,3.69,3.87,220.6
76,Mason Miller,ATH,0,67,67,4,3,0,30,2,42,17,6,99,24,13.25,3.26,4.06,0.79,0.175,0.98,0.268,82.80%,2.23,2.58,46.9
77,Chris Bassitt,TOR,31,31,176,10,11,15,0,0,172,84,23,157,61,8.06,3.12,2.58,1.17,0.251,1.32,0.295,70.20%,4.3,4.24,351
78,Yu Darvish,SDP,26,26,147,10,8,14,0,0,133,65,21,138,43,8.46,2.63,3.22,1.27,0.236,1.2,0.278,71.60%,3.97,4.13,232.1
79,Robbie Ray,SFG,28,28,149,11,9,15,0,0,125,62,20,165,55,10.01,3.35,2.99,1.18,0.224,1.22,0.282,73.50%,3.77,3.9,147.4
80,Ryan Feltner,COL,29,29,160,9,11,13,0,0,170,86,22,135,57,7.61,3.23,2.36,1.23,0.269,1.42,0.313,67.70%,4.84,4.46,675.3
81,Michael Wacha,KCR,28,28,152,9,10,14,0,0,147,71,20,133,47,7.82,2.79,2.81,1.2,0.248,1.27,0.288,70.20%,4.2,4.22,277.8
82,Sean Manaea,NYM,28,28,156,11,9,15,0,0,135,67,22,156,56,8.96,3.21,2.79,1.24,0.226,1.22,0.271,73.20%,3.86,4.17,254.6
83,Jhoan Duran,MIN,0,65,65,3,3,0,22,5,49,18,4,82,22,11.37,3.05,3.73,0.58,0.204,1.09,0.292,78.80%,2.5,2.63,67.5
84,Jake Irvin,WSN,29,29,164,10,10,14,0,0,159,79,22,136,54,7.48,2.98,2.51,1.19,0.251,1.3,0.288,69.40%,4.34,4.36,420.8
85,Ryan Weathers,MIA,26,26,136,9,9,13,0,0,131,62,16,122,49,8.1,3.25,2.5,1.06,0.247,1.33,0.294,71.20%,4.12,4.12,326
86,Edwin Díaz,NYM,0,65,65,3,3,0,36,2,43,17,6,93,25,12.94,3.45,3.75,0.8,0.183,1.05,0.272,81.80%,2.41,2.74,40.3
87,Sean Burke,CHW,24,32,132,6,6,13,0,1,114,58,16,140,65,9.59,4.42,2.17,1.09,0.226,1.36,0.282,73.80%,3.97,4.23,419.7
88,Davis Martin,CHW,24,24,123,8,9,12,0,0,120,57,15,113,45,8.28,3.34,2.48,1.13,0.247,1.35,0.293,71.50%,4.2,4.22,626.5
89,Emmanuel Clase,CLE,0,66,66,3,3,0,34,2,51,18,4,69,16,9.45,2.16,4.39,0.58,0.212,1.02,0.278,76.80%,2.52,2.74,34.5
90,Max Scherzer,TOR,21,27,122,6,5,11,0,1,106,52,18,124,34,9.15,2.49,3.68,1.32,0.23,1.14,0.275,72.30%,3.84,4,278.8
91,Miles Mikolas,STL,31,31,175,10,11,14,0,0,185,88,25,123,36,6.34,1.88,3.37,1.28,0.267,1.27,0.294,67.30%,4.52,4.35,591.6
92,Germán Márquez,COL,28,28,153,8,11,12,0,0,162,84,22,126,53,7.4,3.1,2.38,1.27,0.271,1.4,0.312,66.90%,4.91,4.52,629.2
93,Bowden Francis,TOR,26,36,157,7,6,14,0,1,140,69,24,142,44,8.17,2.54,3.22,1.36,0.232,1.18,0.266,72.00%,3.97,4.28,253.4
94,Andre Pallante,STL,23,39,141,5,5,12,0,1,140,63,11,110,57,7.01,3.63,1.93,0.68,0.256,1.4,0.304,70.20%,4.04,3.94,534.3
95,Nestor Cortes,MIL,21,44,144,4,4,12,0,1,125,62,23,142,38,8.86,2.36,3.75,1.41,0.227,1.13,0.265,72.60%,3.86,4.15,267.1
96,Aaron Civale,MIL,24,39,148,6,5,13,0,1,134,65,22,144,46,8.76,2.79,3.14,1.34,0.233,1.22,0.273,72.80%,3.98,4.22,370.1
97,Max Meyer,MIA,24,32,133,6,6,12,0,1,132,62,16,119,46,8.06,3.12,2.58,1.07,0.253,1.34,0.3,70.70%,4.21,4.09,374.5
98,Jameson Taillon,CHC,29,29,166,10,10,14,0,0,165,80,24,133,41,7.23,2.22,3.27,1.33,0.254,1.24,0.286,69.10%,4.34,4.34,348.6
99,Jeffrey Springs,ATH,26,34,133,7,7,13,0,1,125,60,18,124,37,8.41,2.51,3.35,1.22,0.244,1.22,0.29,70.70%,4.05,4.02,265.7
100,Lucas Giolito,BOS,23,33,135,5,6,11,0,1,129,65,21,141,47,9.38,3.1,3.03,1.37,0.245,1.3,0.296,70.90%,4.35,4.22,379.1
101,Spencer Arrighetti,HOU,26,26,138,9,9,13,0,0,122,63,18,146,61,9.56,3.99,2.4,1.19,0.232,1.33,0.287,72.60%,4.11,4.23,202.9
102,Reid Detmers,LAA,18,24,103,4,4,10,0,1,93,45,14,112,36,9.76,3.13,3.12,1.24,0.233,1.25,0.289,72.90%,3.94,3.96,370.6
103,Edward Cabrera,MIA,23,33,121,6,5,12,0,1,103,51,13,130,59,9.66,4.37,2.21,0.95,0.226,1.33,0.288,73.50%,3.81,3.99,422.3
104,Alex Cobb,DET,18,18,94,7,6,10,0,0,93,40,9,83,29,7.93,2.76,2.88,0.83,0.252,1.29,0.304,71.30%,3.81,3.66,613
105,Andrew Heaney,PIT,24,36,137,5,6,12,0,1,136,66,19,127,43,8.37,2.83,2.96,1.27,0.253,1.31,0.299,70.10%,4.37,4.21,448.6
106,Charlie Morton,BAL,28,28,153,9,10,14,0,0,144,73,19,150,65,8.82,3.84,2.3,1.14,0.243,1.36,0.296,71.00%,4.29,4.27,393.7
107,Merrill Kelly,ARI,26,26,149,9,9,13,0,0,143,71,19,130,50,7.88,3.05,2.58,1.14,0.251,1.3,0.295,69.50%,4.29,4.21,305.3
108,Andrés Muñoz,SEA,0,64,64,3,3,0,26,4,44,17,5,84,25,11.86,3.53,3.36,0.66,0.19,1.08,0.274,80.50%,2.42,2.8,61.6
109,Griffin Jax,MIN,0,70,70,4,3,0,8,11,55,22,6,83,22,10.69,2.77,3.86,0.8,0.211,1.09,0.285,77.30%,2.84,2.99,294.8
110,Will Warren,NYY,18,36,111,3,3,10,0,1,104,48,12,105,40,8.55,3.28,2.61,1,0.241,1.3,0.292,72.40%,3.89,3.94,433.7
111,Shane Bieber,CLE,15,21,90,4,3,8,0,1,86,37,10,84,22,8.46,2.25,3.76,1.01,0.247,1.21,0.299,71.70%,3.76,3.62,440
112,Matthew Boyd,CHC,23,33,122,6,5,12,0,1,109,53,16,123,41,9.08,3,3.03,1.21,0.234,1.22,0.283,72.00%,3.93,4.03,320.1
113,Orion Kerkering,PHI,0,63,63,3,3,0,5,11,50,19,6,76,20,10.86,2.81,3.86,0.79,0.209,1.1,0.282,78.20%,2.76,2.96,311.7
114,Luis L. Ortiz,CLE,23,31,140,6,6,12,0,1,134,64,16,120,52,7.7,3.35,2.3,1.03,0.245,1.33,0.287,71.10%,4.1,4.2,383.9
115,Marcus Stroman,NYY,29,29,162,9,11,13,0,0,165,82,20,121,59,6.73,3.28,2.05,1.13,0.26,1.38,0.293,68.50%,4.58,4.53,505.7
116,Kris Bubic,KCR,18,45,117,3,3,10,0,1,116,54,13,112,41,8.59,3.14,2.73,1,0.254,1.34,0.31,70.80%,4.14,3.89,332.5
117,Casey Mize,DET,23,23,116,8,8,11,0,0,116,54,13,96,36,7.41,2.75,2.69,1.02,0.255,1.31,0.297,69.90%,4.15,4.05,399.4
118,Andrew Abbott,CIN,24,24,135,8,9,11,0,0,126,67,22,127,50,8.51,3.34,2.55,1.46,0.241,1.3,0.279,70.30%,4.51,4.64,510.2
119,Walker Buehler,BOS,26,39,149,5,7,12,0,1,154,78,19,122,52,7.38,3.17,2.33,1.16,0.267,1.39,0.31,67.40%,4.73,4.39,258.4
120,Jonathan Cannon,CHW,26,32,155,6,8,12,0,1,160,80,20,114,55,6.63,3.22,2.06,1.18,0.263,1.39,0.294,68.20%,4.69,4.61,684
121,Ronel Blanco,HOU,28,28,156,9,10,14,0,0,138,73,21,151,67,8.68,3.83,2.27,1.23,0.233,1.31,0.278,71.30%,4.22,4.44,248.3
122,Félix Bautista,BAL,0,60,60,3,3,0,26,4,38,18,6,87,26,13.1,3.83,3.42,0.87,0.18,1.06,0.274,79.80%,2.65,2.93,63.9
123,Jordan Hicks,SFG,21,40,130,4,4,12,0,1,122,56,12,127,57,8.77,3.92,2.24,0.82,0.242,1.37,0.301,72.60%,3.86,3.85,442.8
124,Tobias Myers,MIL,23,42,140,5,5,12,0,1,127,63,19,127,47,8.12,3.04,2.67,1.23,0.236,1.25,0.274,71.80%,4.03,4.28,322.3
125,Erick Fedde,STL,29,29,165,10,10,14,0,0,162,82,22,134,57,7.29,3.09,2.36,1.2,0.254,1.33,0.29,69.00%,4.45,4.44,327.5
126,Quinn Mathews,STL,16,28,100,4,3,9,0,1,89,42,11,107,40,9.66,3.6,2.68,1,0.231,1.29,0.292,73.70%,3.74,3.81,395.9
127,Justin Verlander,SFG,24,24,140,9,8,13,0,0,130,61,20,125,40,8.03,2.59,3.1,1.27,0.236,1.22,0.272,72.40%,3.94,4.21,351.7
128,Tyler Mahle,TEX,24,24,134,8,9,11,0,0,127,66,20,120,43,8.05,2.89,2.79,1.35,0.247,1.27,0.286,69.40%,4.41,4.42,463.3
129,Dean Kremer,BAL,26,26,140,9,9,13,0,0,133,66,19,126,48,8.11,3.1,2.62,1.25,0.245,1.29,0.285,70.70%,4.26,4.34,439.5
130,Cade Smith,CLE,0,68,68,4,3,0,2,14,51,21,6,85,25,11.19,3.29,3.4,0.78,0.205,1.12,0.283,78.00%,2.82,3.04,365.8
131,Eduardo Rodriguez,ARI,24,32,145,6,7,12,0,1,143,71,18,125,49,7.75,3.04,2.55,1.15,0.256,1.33,0.3,68.90%,4.41,4.25,388.9
132,Eury Pérez,MIA,15,15,71,6,4,8,0,0,60,28,9,81,22,10.23,2.79,3.67,1.18,0.221,1.16,0.279,75.20%,3.5,3.66,490
133,Devin Williams,NYY,0,63,63,3,3,0,31,3,42,19,6,84,29,12,4.08,2.94,0.81,0.188,1.13,0.271,79.30%,2.74,3.16,40.9
134,Zebby Matthews,MIN,15,40,99,3,3,9,0,1,96,42,13,94,22,8.58,2,4.29,1.22,0.246,1.2,0.292,72.20%,3.86,3.8,394.7
135,Chase Dollander,COL,21,21,114,7,8,10,0,0,109,58,16,118,54,9.32,4.27,2.18,1.29,0.244,1.43,0.297,71.00%,4.59,4.54,999
136,Zack Littell,TBR,23,33,132,5,6,11,0,1,134,64,20,111,31,7.56,2.09,3.61,1.34,0.257,1.24,0.293,69.00%,4.37,4.24,404.4
137,Lance McCullers Jr.,HOU,15,41,108,3,2,9,0,1,95,45,11,111,45,9.29,3.73,2.49,0.95,0.232,1.29,0.292,72.80%,3.79,3.86,605.4
138,Andrew Painter,PHI,11,19,66,3,2,7,0,1,55,24,9,79,21,10.86,2.88,3.78,1.17,0.215,1.16,0.277,77.30%,3.33,3.54,999
139,Ryan Helsley,STL,0,66,66,3,3,0,35,2,46,20,6,82,25,11.16,3.44,3.24,0.85,0.195,1.09,0.268,78.50%,2.78,3.19,53.1
140,Martín Pérez,CHW,24,24,136,7,10,11,0,0,147,73,18,103,49,6.84,3.27,2.09,1.22,0.268,1.44,0.302,68.50%,4.82,4.64,678.9
141,Grant Holmes,ATL,13,57,119,3,3,8,0,1,112,51,14,119,38,9.01,2.89,3.11,1.07,0.241,1.26,0.295,72.60%,3.84,3.8,289.3
142,Hayden Wesneski,HOU,18,42,120,3,3,10,0,1,109,52,16,113,39,8.47,2.94,2.88,1.2,0.235,1.24,0.278,72.30%,3.93,4.12,398.8
143,Shane Baz,TBR,24,36,141,6,6,12,0,1,128,65,18,131,55,8.36,3.53,2.37,1.17,0.238,1.3,0.282,71.20%,4.15,4.32,191
144,Frankie Montas,NYM,19,19,104,7,6,10,0,0,92,45,13,103,42,8.87,3.63,2.45,1.13,0.228,1.28,0.275,73.40%,3.87,4.18,505.6
145,Ryan Walker,SFG,0,68,68,4,3,0,28,5,54,22,6,80,23,10.55,3.1,3.4,0.78,0.212,1.14,0.285,76.90%,2.93,3.11,76.8
146,Aroldis Chapman,BOS,0,63,63,3,3,0,19,8,45,22,5,90,36,12.84,5.08,2.53,0.78,0.196,1.28,0.295,77.60%,3.13,3.29,283.2
147,Tanner Scott,LAD,0,66,66,3,3,0,25,8,48,21,6,81,30,11.08,4.1,2.7,0.78,0.199,1.18,0.274,78.00%,2.92,3.33,112.4
148,Chris Paddack,MIN,18,46,123,3,3,9,0,1,123,59,18,110,34,8.1,2.49,3.25,1.29,0.254,1.28,0.296,70.10%,4.31,4.19,562.6
149,Jack Leiter,TEX,19,41,120,4,4,10,0,1,106,54,16,127,55,9.5,4.16,2.28,1.2,0.227,1.34,0.278,73.60%,4.05,4.32,467.1
150,Landen Roupp,SFG,15,49,108,3,2,9,0,1,92,42,10,113,47,9.46,3.93,2.41,0.8,0.225,1.29,0.289,74.40%,3.48,3.67,474.9
151,Jose Quintana,MIL,24,24,133,8,9,12,0,0,131,65,18,109,48,7.38,3.27,2.26,1.23,0.25,1.35,0.284,70.50%,4.4,4.53,484.7
152,Mitchell Parker,WSN,26,35,147,6,7,12,0,1,142,74,20,122,58,7.48,3.56,2.1,1.23,0.251,1.36,0.287,69.10%,4.56,4.61,510.5
153,Mitch Spence,ATH,16,30,106,4,4,9,0,1,109,49,12,87,31,7.39,2.65,2.79,1.05,0.258,1.32,0.299,70.20%,4.18,4.05,564.6
154,Josh Hader,HOU,0,68,68,4,3,0,33,2,47,23,8,92,28,12.14,3.7,3.28,1.08,0.191,1.1,0.267,78.10%,3.06,3.4,39.9
155,Jeff Hoffman,TOR,0,65,65,3,3,0,27,3,48,22,7,78,23,10.74,3.25,3.3,0.95,0.203,1.1,0.27,77.10%,3.01,3.36,98.7
156,Kyle Freeland,COL,28,28,150,7,12,10,0,0,174,90,25,105,42,6.3,2.55,2.47,1.51,0.287,1.45,0.313,65.00%,5.43,4.92,744.8
157,Kutter Crawford,BOS,16,51,126,3,3,9,0,1,118,60,20,118,37,8.43,2.64,3.2,1.41,0.243,1.23,0.283,69.80%,4.3,4.33,401.3
158,Bryan Abreu,HOU,0,72,72,4,4,0,2,14,55,26,8,91,30,11.4,3.77,3.03,0.95,0.206,1.18,0.283,76.80%,3.19,3.39,451.7
159,Simeon Woods Richardson,MIN,24,24,124,8,9,11,0,0,121,61,17,104,46,7.55,3.35,2.26,1.22,0.25,1.35,0.287,69.80%,4.45,4.51,504.5
160,Justin Martinez,ARI,0,67,67,4,3,0,17,9,51,22,4,84,36,11.31,4.88,2.32,0.56,0.207,1.3,0.297,77.00%,3.01,3.24,185.6
161,Jon Gray,TEX,18,28,109,4,4,9,0,1,106,54,15,95,36,7.85,2.96,2.65,1.27,0.25,1.3,0.29,69.30%,4.4,4.37,468.7
162,Luis Gil,NYY,16,26,95,4,3,9,0,1,75,40,13,107,46,10.17,4.39,2.31,1.22,0.209,1.27,0.261,75.30%,3.77,4.28,396.2
163,Kyle Wright,KCR,11,35,89,2,2,6,0,1,91,41,9,76,29,7.67,2.95,2.6,0.89,0.262,1.35,0.312,69.80%,4.17,3.87,697.4
164,David Festa,MIN,13,28,77,3,2,7,0,1,68,32,9,83,31,9.71,3.56,2.72,1.01,0.23,1.28,0.292,73.70%,3.72,3.79,322
165,Hayden Birdsong,SFG,19,35,112,4,4,10,0,1,95,48,12,122,56,9.81,4.46,2.2,1,0.226,1.35,0.289,73.40%,3.89,4.06,417.2
166,Alec Marsh,KCR,16,38,107,3,3,8,0,1,107,53,14,100,41,8.4,3.41,2.47,1.15,0.254,1.37,0.304,70.10%,4.42,4.24,654.9
167,Steven Matz,STL,18,40,113,3,3,9,0,1,113,54,14,95,36,7.56,2.86,2.64,1.12,0.255,1.32,0.297,69.90%,4.28,4.18,626.5
168,Stephen Kolek,SDP,11,39,96,2,2,7,0,1,92,41,10,84,36,7.87,3.33,2.37,0.9,0.242,1.32,0.289,72.30%,3.85,3.96,710.4
169,Chris Martin,TEX,0,58,58,3,3,0,19,6,52,22,6,59,14,9.22,2.12,4.35,0.99,0.233,1.13,0.29,73.80%,3.36,3.37,277.7
170,Austin Gomber,COL,26,26,143,7,11,10,0,0,163,86,24,100,39,6.32,2.48,2.55,1.54,0.285,1.42,0.309,64.70%,5.41,4.95,742.4
171,Antonio Senzatela,COL,24,39,141,4,6,10,0,1,164,83,20,99,49,6.35,3.12,2.04,1.31,0.287,1.51,0.318,66.00%,5.34,4.82,742.7
172,Colin Rea,CHC,19,33,127,4,5,10,0,1,127,62,18,102,36,7.27,2.57,2.83,1.3,0.254,1.29,0.286,69.50%,4.39,4.41,590
173,Clayton Kershaw,LAD,13,13,68,5,4,7,0,0,61,29,9,63,20,8.4,2.62,3.2,1.21,0.236,1.2,0.278,71.90%,3.89,4.05,544.6
174,Trevor Megill,MIL,0,64,64,3,3,0,28,2,49,22,7,79,26,11.07,3.63,3.05,1,0.203,1.16,0.271,77.70%,3.14,3.5,133.3
