#,Name,Team,G,PA,AB,H,2B,3B,HR,R,RBI,BB,SO,HBP,SB,CS,BB%,K%,ISO,BABIP,AVG,OBP,SLG,OPS,wOBA,wRC+,ADP
1,Aaron Judge,NYY,146,639,521,146,26,1,48,105,118,106,167,6,6,2,16.60%,26.10%,0.33,0.316,0.281,0.405,0.61,1.015,0.423,181,3.4
2,Bobby Witt Jr.,KCR,153,667,606,180,36,7,32,109,98,48,111,6,39,9,7.20%,16.70%,0.243,0.316,0.297,0.352,0.54,0.892,0.377,144,1.5
3,Gunnar Henderson,BAL,152,664,582,157,32,5,31,99,92,71,153,6,16,4,10.80%,23.00%,0.232,0.313,0.27,0.353,0.501,0.854,0.365,143,6.2
4,Juan Soto,NYM,153,674,538,146,28,2,34,104,94,127,117,4,8,3,18.80%,17.40%,0.248,0.286,0.271,0.412,0.52,0.931,0.399,162,7.7
5,Shohei Ohtani,LAD,145,643,552,159,31,4,42,116,110,81,144,5,33,9,12.50%,22.40%,0.299,0.316,0.288,0.382,0.587,0.969,0.405,164,1.6
6,Mookie Betts,LAD,148,652,564,156,32,3,27,95,89,74,87,7,13,4,11.40%,13.40%,0.211,0.283,0.276,0.365,0.487,0.852,0.367,138,12.4
7,Corey Seager,TEX,127,549,483,137,27,1,32,77,88,55,96,5,1,0,10.00%,17.40%,0.258,0.293,0.284,0.36,0.542,0.902,0.38,151,49.2
8,Yordan Alvarez,HOU,136,591,506,149,29,1,38,91,102,70,99,9,2,1,11.80%,16.70%,0.287,0.296,0.294,0.385,0.581,0.966,0.405,170,17.8
9,Vladimir Guerrero Jr.,TOR,154,667,587,176,33,1,33,97,103,67,92,7,6,2,10.10%,13.80%,0.23,0.306,0.3,0.376,0.53,0.906,0.385,156,14
10,José Ramírez,CLE,153,661,591,160,34,4,28,93,89,59,76,4,31,9,8.90%,11.50%,0.211,0.268,0.271,0.338,0.482,0.819,0.347,129,5.1
11,William Contreras,MIL,148,619,547,144,28,1,24,75,88,63,135,5,5,2,10.20%,21.80%,0.185,0.307,0.264,0.344,0.449,0.793,0.344,121,24.3
12,Julio Rodríguez,SEA,147,641,581,159,26,4,27,90,84,47,154,9,29,7,7.30%,24.00%,0.201,0.327,0.274,0.336,0.475,0.81,0.348,135,13.7
13,Ronald Acuña Jr.,ATL,116,520,449,134,26,1,25,92,70,59,93,8,37,12,11.30%,17.80%,0.23,0.327,0.299,0.388,0.528,0.916,0.392,152,31.9
14,Francisco Lindor,NYM,153,671,591,150,31,2,29,93,85,60,131,10,22,7,8.90%,19.50%,0.205,0.278,0.254,0.33,0.459,0.789,0.34,122,15
15,Cal Raleigh,SEA,142,572,505,107,22,1,27,63,81,58,162,5,3,1,10.20%,28.20%,0.21,0.25,0.213,0.298,0.423,0.72,0.311,109,87.8
16,Fernando Tatis Jr.,SDP,146,632,563,154,31,3,31,98,90,57,142,7,25,7,9.00%,22.40%,0.231,0.311,0.273,0.345,0.504,0.849,0.363,138,10.9
17,Adley Rutschman,BAL,146,613,537,137,26,2,18,72,71,66,98,5,2,1,10.80%,15.90%,0.155,0.279,0.255,0.339,0.41,0.749,0.327,116,64.9
18,Austin Riley,ATL,150,649,578,157,31,3,33,92,98,55,155,10,2,1,8.50%,23.80%,0.236,0.313,0.272,0.343,0.508,0.851,0.363,133,30
19,Ketel Marte,ARI,141,614,538,148,32,3,26,84,92,65,111,6,6,2,10.50%,18.00%,0.215,0.3,0.275,0.356,0.49,0.846,0.362,132,32.4
20,Matt Chapman,SFG,148,624,550,134,30,2,30,84,85,63,160,7,7,2,10.10%,25.60%,0.227,0.286,0.244,0.327,0.472,0.798,0.343,123,130.2
21,Kyle Tucker,CHC,148,640,551,149,29,3,27,90,90,79,99,3,20,7,12.30%,15.40%,0.211,0.284,0.271,0.362,0.482,0.844,0.361,135,8.1
22,Will Smith,LAD,123,503,437,115,23,1,21,66,71,49,93,10,2,1,9.70%,18.40%,0.205,0.284,0.262,0.346,0.467,0.813,0.35,127,104.6
23,Jackson Merrill,SDP,152,631,583,160,33,4,23,83,82,37,111,3,15,4,5.90%,17.60%,0.189,0.302,0.275,0.319,0.463,0.782,0.334,118,25.3
24,Francisco Alvarez,NYM,123,465,416,93,17,1,18,51,56,40,119,6,1,1,8.60%,25.60%,0.173,0.265,0.223,0.299,0.396,0.695,0.304,97,154.5
25,Corbin Carroll,ARI,150,653,569,145,31,6,20,98,72,67,129,9,41,7,10.20%,19.80%,0.185,0.294,0.254,0.34,0.439,0.779,0.338,116,9.3
26,Rafael Devers,BOS,145,629,555,148,30,2,32,84,98,63,133,7,3,1,10.10%,21.10%,0.236,0.294,0.266,0.346,0.502,0.849,0.36,131,35.3
27,Elly De La Cruz,CIN,150,648,580,147,32,5,25,99,76,59,202,5,50,9,9.10%,31.20%,0.2,0.343,0.253,0.325,0.454,0.779,0.335,109,4.6
28,Patrick Bailey,SFG,113,430,388,88,18,1,9,42,41,35,101,3,2,1,8.10%,23.40%,0.117,0.283,0.228,0.294,0.346,0.64,0.283,82,307.1
29,Austin Wells,NYY,122,468,414,94,19,1,17,53,55,45,108,5,4,1,9.50%,23.20%,0.176,0.263,0.227,0.307,0.402,0.71,0.309,101,195.6
30,Trea Turner,PHI,146,636,581,159,32,4,19,85,77,40,123,6,24,6,6.20%,19.40%,0.167,0.316,0.274,0.325,0.442,0.766,0.331,112,25.3
31,Jarren Duran,BOS,148,646,585,158,36,6,20,94,74,51,147,7,33,6,7.80%,22.80%,0.185,0.327,0.269,0.333,0.454,0.787,0.34,117,21.3
32,Manny Machado,SDP,149,634,575,149,26,1,30,81,89,51,122,2,7,3,8.00%,19.30%,0.203,0.279,0.26,0.319,0.463,0.782,0.335,119,38.3
33,Alex Bregman,BOS,145,633,557,145,29,2,23,78,81,61,83,7,2,1,9.70%,13.10%,0.182,0.266,0.26,0.337,0.442,0.78,0.339,116,130.9
34,Bryce Harper,PHI,144,624,535,145,29,3,25,86,85,79,134,5,10,4,12.70%,21.40%,0.208,0.314,0.271,0.367,0.479,0.845,0.362,132,22.8
35,Wyatt Langford,TEX,140,593,528,138,27,5,24,84,70,54,120,6,18,4,9.10%,20.30%,0.203,0.295,0.261,0.335,0.465,0.8,0.344,126,43.6
36,Michael Harris II,ATL,141,594,545,149,31,3,20,84,71,39,118,6,21,5,6.50%,19.90%,0.176,0.316,0.274,0.327,0.45,0.778,0.335,114,38.2
37,Dansby Swanson,CHC,149,623,556,137,27,1,21,76,76,53,155,4,15,5,8.50%,24.90%,0.166,0.304,0.247,0.316,0.413,0.729,0.318,106,174.5
38,Willy Adames,SFG,150,642,569,137,29,2,25,80,79,63,158,3,11,4,9.80%,24.60%,0.19,0.286,0.241,0.317,0.431,0.748,0.324,109,92.9
39,Freddie Freeman,LAD,146,637,554,156,31,3,21,87,82,69,100,8,12,4,10.80%,15.70%,0.178,0.307,0.281,0.365,0.459,0.824,0.354,129,25.5
40,Jazz Chisholm Jr.,NYY,141,600,540,131,24,3,26,87,71,51,154,5,35,8,8.60%,25.70%,0.199,0.291,0.244,0.313,0.442,0.755,0.325,113,22.9
41,Sean Murphy,ATL,110,430,376,89,19,0,17,53,55,41,104,9,0,0,9.50%,24.20%,0.187,0.279,0.237,0.325,0.423,0.748,0.327,109,213.6
42,Carlos Correa,MIN,120,516,454,121,23,1,18,63,63,50,99,4,0,0,9.80%,19.10%,0.173,0.302,0.267,0.343,0.44,0.783,0.339,123,244
43,Mike Trout,LAA,107,463,398,104,20,2,28,68,72,55,121,7,6,2,11.80%,26.10%,0.268,0.302,0.261,0.357,0.529,0.886,0.376,147,122.8
44,Jordan Westburg,BAL,136,571,521,135,28,4,20,73,70,38,132,7,9,3,6.70%,23.20%,0.183,0.31,0.26,0.317,0.443,0.76,0.327,117,90.2
45,Alejandro Kirk,TOR,108,413,367,93,17,0,10,45,45,38,53,5,0,0,9.20%,12.80%,0.125,0.269,0.252,0.328,0.378,0.705,0.311,104,256.1
46,Marcus Semien,TEX,149,656,583,144,29,4,20,82,72,58,107,4,13,4,8.80%,16.40%,0.168,0.269,0.247,0.317,0.415,0.732,0.319,108,100.1
47,Yainer Diaz,HOU,134,543,509,140,26,1,17,63,68,26,96,4,1,0,4.70%,17.70%,0.156,0.309,0.276,0.313,0.432,0.744,0.321,111,58.7
48,Oneil Cruz,PIT,144,613,551,138,30,2,28,86,83,54,179,4,23,5,8.90%,29.10%,0.215,0.318,0.251,0.321,0.466,0.787,0.337,114,43.6
49,Brent Rooker,ATH,142,602,532,133,25,2,35,83,88,55,178,10,7,2,9.20%,29.50%,0.25,0.303,0.249,0.329,0.499,0.828,0.353,136,67
50,Riley Greene,DET,142,609,536,139,29,4,21,78,73,64,157,5,6,2,10.50%,25.70%,0.183,0.328,0.26,0.342,0.443,0.786,0.34,124,108
51,Yandy Díaz,TBR,141,614,546,152,26,1,20,75,76,58,91,6,2,1,9.50%,14.90%,0.159,0.301,0.278,0.352,0.437,0.789,0.344,130,203.8
52,Bo Bichette,TOR,140,602,561,153,28,2,14,71,67,32,113,4,11,4,5.40%,18.80%,0.129,0.317,0.273,0.314,0.402,0.716,0.312,105,127.4
53,Xander Bogaerts,SDP,145,605,541,144,26,2,16,75,68,45,110,6,12,4,7.40%,18.10%,0.144,0.303,0.265,0.325,0.409,0.734,0.32,109,151.7
54,Bo Naylor,CLE,109,395,352,74,15,1,13,42,45,36,111,3,6,2,9.10%,28.10%,0.161,0.262,0.209,0.286,0.37,0.656,0.287,87,287.9
55,Logan O'Hoppe,LAA,126,497,449,109,22,1,22,60,65,38,134,6,4,1,7.60%,27.00%,0.2,0.295,0.243,0.309,0.443,0.752,0.324,110,134.7
56,Randy Arozarena,SEA,146,620,537,126,24,2,22,82,68,64,157,15,27,8,10.30%,25.30%,0.176,0.288,0.235,0.331,0.411,0.742,0.326,120,136.4
57,Junior Caminero,TBR,131,559,517,136,22,2,23,66,75,32,112,5,5,2,5.70%,20.00%,0.18,0.293,0.263,0.31,0.443,0.753,0.323,115,75.3
58,CJ Abrams,WSN,139,595,539,133,27,4,17,76,63,38,120,11,33,9,6.30%,20.10%,0.161,0.285,0.247,0.308,0.408,0.716,0.31,99,51
59,Shea Langeliers,ATH,128,502,456,105,21,1,27,62,68,37,137,5,4,1,7.40%,27.40%,0.226,0.264,0.23,0.292,0.455,0.747,0.32,113,124.8
60,Jung Hoo Lee,SFG,121,519,470,135,31,4,10,64,56,40,52,4,8,2,7.70%,9.90%,0.144,0.302,0.286,0.344,0.43,0.774,0.336,118,236.3
61,Brandon Lowe,TBR,115,482,426,102,22,2,21,60,65,47,123,6,5,1,9.70%,25.50%,0.208,0.284,0.239,0.321,0.447,0.768,0.332,121,231.7
62,Danny Jansen,TBR,98,371,327,74,15,1,14,41,46,35,75,6,1,0,9.40%,20.10%,0.184,0.246,0.226,0.309,0.41,0.719,0.314,109,302.8
63,Jeremy Peña,HOU,152,634,586,154,29,3,13,77,62,31,120,10,19,5,4.80%,18.90%,0.125,0.308,0.263,0.308,0.388,0.697,0.304,99,163.6
64,Jackson Chourio,MIL,148,630,580,156,30,5,20,81,80,41,135,5,25,6,6.50%,21.30%,0.173,0.318,0.27,0.321,0.443,0.764,0.329,111,16.7
65,Ozzie Albies,ATL,145,624,567,147,33,3,20,80,76,44,99,6,12,4,7.10%,15.90%,0.175,0.28,0.259,0.317,0.434,0.751,0.324,106,67.6
66,Pete Alonso,NYM,153,659,576,138,25,0,36,84,97,64,155,14,3,1,9.70%,23.60%,0.232,0.261,0.239,0.327,0.472,0.799,0.343,124,51.5
67,Matt McLain,CIN,126,541,483,123,26,2,21,73,69,47,146,8,18,5,8.60%,27.10%,0.194,0.321,0.255,0.329,0.449,0.778,0.337,110,97.8
68,Ian Happ,CHC,150,646,559,134,29,2,21,80,77,76,159,6,11,3,11.80%,24.60%,0.174,0.293,0.239,0.334,0.413,0.747,0.327,112,132.9
69,Taylor Ward,LAA,149,639,564,144,29,2,24,80,79,62,147,8,7,2,9.70%,22.90%,0.187,0.301,0.255,0.335,0.442,0.777,0.337,119,183.2
70,Isaac Paredes,HOU,141,594,516,119,22,1,20,68,66,61,96,12,1,0,10.20%,16.20%,0.16,0.246,0.231,0.323,0.391,0.714,0.315,107,195.8
71,J.T. Realmuto,PHI,115,456,407,104,22,2,16,59,58,31,112,7,10,3,6.90%,24.60%,0.182,0.312,0.256,0.318,0.438,0.756,0.327,109,141
72,Iván Herrera,STL,97,370,328,84,16,1,9,44,39,34,82,4,4,1,9.30%,22.10%,0.141,0.312,0.256,0.333,0.397,0.729,0.321,107,237.9
73,J.P. Crawford,SEA,132,555,480,112,21,1,12,58,54,63,110,6,3,1,11.30%,19.80%,0.126,0.277,0.234,0.328,0.36,0.687,0.306,106,427.9
74,Matt Olson,ATL,155,665,574,141,28,1,33,88,96,79,157,6,1,0,11.90%,23.60%,0.222,0.279,0.246,0.34,0.467,0.808,0.347,122,38.8
75,Gleyber Torres,DET,146,626,559,141,26,1,17,71,69,56,115,4,9,4,9.00%,18.40%,0.143,0.286,0.252,0.322,0.394,0.716,0.314,106,223.3
76,Gabriel Moreno,ARI,119,451,404,112,22,2,9,54,52,38,78,5,5,2,8.40%,17.30%,0.13,0.32,0.277,0.343,0.407,0.75,0.329,109,187
77,Lawrence Butler,ATH,145,592,538,131,26,2,25,76,71,47,149,2,15,4,7.90%,25.20%,0.198,0.289,0.244,0.305,0.442,0.747,0.321,114,67.1
78,Max Muncy,LAD,125,521,438,94,19,1,24,67,72,72,136,6,2,0,13.80%,26.10%,0.214,0.248,0.215,0.331,0.429,0.76,0.331,114,260.3
79,Teoscar Hernández,LAD,146,619,563,145,27,2,28,86,87,46,177,7,10,3,7.40%,28.70%,0.207,0.325,0.258,0.319,0.465,0.784,0.337,118,60.9
80,Zach Neto,LAA,122,498,448,109,22,2,17,65,54,32,117,13,18,5,6.50%,23.50%,0.175,0.289,0.243,0.311,0.418,0.729,0.317,105,195.2
81,Andrés Giménez,TOR,143,596,542,138,25,4,11,75,53,31,104,16,29,6,5.10%,17.50%,0.122,0.296,0.256,0.312,0.378,0.69,0.302,97,171.2
82,Tyler Stephenson,CIN,119,469,418,108,20,1,17,55,61,40,112,7,1,0,8.60%,23.90%,0.172,0.311,0.258,0.33,0.43,0.76,0.331,106,155.3
83,Pete Crow-Armstrong,CHC,136,535,488,118,20,5,15,69,55,33,143,7,29,4,6.20%,26.70%,0.158,0.307,0.241,0.297,0.399,0.696,0.301,95,139.3
84,Jose Altuve,HOU,142,625,565,146,28,2,17,79,66,50,110,6,15,5,8.00%,17.50%,0.144,0.292,0.258,0.324,0.402,0.726,0.318,109,60.8
85,Colton Cowser,BAL,136,554,486,116,24,2,21,71,67,56,168,8,9,2,10.10%,30.30%,0.187,0.316,0.239,0.325,0.426,0.752,0.326,116,169.6
86,Ha-Seong Kim,TBR,108,443,391,93,18,2,10,54,40,42,80,4,17,5,9.50%,18.20%,0.137,0.272,0.238,0.315,0.375,0.69,0.304,102,334.6
87,Victor Robles,SEA,130,505,442,107,18,2,11,64,40,37,106,13,31,7,7.20%,21.00%,0.127,0.292,0.242,0.317,0.369,0.686,0.304,104,195.6
88,Ezequiel Tovar,COL,149,642,600,158,32,4,22,77,79,30,170,5,12,4,4.60%,26.50%,0.178,0.329,0.263,0.301,0.441,0.742,0.318,91,129
89,Jacob Wilson,ATH,125,491,455,123,23,2,6,51,43,24,58,5,4,1,4.90%,11.80%,0.099,0.296,0.269,0.311,0.368,0.679,0.297,97,342.1
90,Ryan Jeffers,MIN,106,411,366,85,16,1,16,47,50,32,96,8,2,1,7.80%,23.40%,0.183,0.269,0.233,0.307,0.416,0.723,0.315,106,234.5
91,Alec Bohm,PHI,144,612,560,151,29,1,16,69,73,40,93,5,4,2,6.50%,15.20%,0.141,0.296,0.27,0.321,0.411,0.732,0.318,103,177.1
92,Jackson Holliday,BAL,120,467,413,100,20,3,12,58,48,48,122,3,9,2,10.30%,26.10%,0.154,0.312,0.242,0.324,0.397,0.721,0.315,108,228.1
93,JJ Bleday,ATH,143,597,523,120,28,2,22,70,67,65,126,4,5,1,10.90%,21.20%,0.189,0.257,0.229,0.316,0.417,0.733,0.319,112,274
94,Byron Buxton,MIN,104,433,390,95,23,2,21,58,59,32,120,8,8,2,7.40%,27.70%,0.232,0.293,0.243,0.311,0.475,0.786,0.337,121,239.8
95,Royce Lewis,MIN,122,508,461,114,23,1,21,62,64,39,114,4,7,3,7.70%,22.50%,0.19,0.284,0.248,0.309,0.438,0.747,0.322,111,129.5
96,Seiya Suzuki,CHC,129,559,490,127,26,2,21,74,74,58,139,6,13,4,10.40%,24.90%,0.191,0.318,0.26,0.343,0.45,0.793,0.343,123,85.6
97,Anthony Volpe,NYY,146,610,554,132,26,4,12,73,55,43,140,7,25,6,7.00%,22.90%,0.128,0.295,0.239,0.299,0.367,0.666,0.292,90,141.5
98,Brandon Nimmo,NYM,139,600,515,125,24,3,16,73,60,70,134,10,6,2,11.60%,22.30%,0.153,0.295,0.242,0.342,0.395,0.737,0.325,112,186.6
99,Anthony Santander,TOR,148,635,566,133,26,1,33,78,92,56,131,8,2,1,8.80%,20.60%,0.223,0.247,0.236,0.31,0.459,0.769,0.33,117,102.3
100,Bryan Reynolds,PIT,148,650,577,153,30,3,19,79,78,59,142,9,9,3,9.00%,21.90%,0.162,0.318,0.265,0.34,0.426,0.766,0.333,111,97.5
101,Jake Cronenworth,SDP,142,596,526,129,27,3,16,70,65,54,110,9,5,1,9.10%,18.40%,0.155,0.278,0.245,0.324,0.399,0.723,0.316,106,288
102,Cedric Mullins,BAL,131,521,468,107,20,3,19,70,54,42,105,5,28,6,8.10%,20.20%,0.175,0.255,0.229,0.298,0.404,0.702,0.305,101,212.6
103,Daulton Varsho,TOR,136,551,492,108,22,3,22,70,64,49,139,5,15,3,8.90%,25.20%,0.188,0.256,0.219,0.295,0.407,0.701,0.305,100,340.4
104,Joey Ortiz,MIL,140,549,497,121,22,4,12,61,57,43,114,5,12,3,7.80%,20.70%,0.133,0.291,0.244,0.308,0.376,0.685,0.301,92,280.9
105,Evan Carter,TEX,115,454,401,97,21,4,13,60,44,44,108,5,14,3,9.80%,23.90%,0.164,0.298,0.242,0.323,0.407,0.73,0.318,108,285.5
106,Luis Robert Jr.,CHW,135,574,526,128,27,2,22,76,68,36,167,8,25,6,6.30%,29.20%,0.187,0.312,0.244,0.301,0.431,0.732,0.315,105,84.8
107,Bryson Stott,PHI,141,574,518,132,25,4,11,71,55,46,98,3,25,6,8.10%,17.10%,0.128,0.293,0.255,0.318,0.384,0.702,0.307,96,177.3
108,Jonathan India,KCR,138,590,507,128,27,2,15,75,62,62,118,16,13,4,10.50%,20.00%,0.149,0.299,0.252,0.349,0.401,0.75,0.332,113,248.8
109,Jorge Soler,LAA,129,546,473,113,23,0,29,70,78,61,138,6,1,0,11.20%,25.30%,0.232,0.271,0.238,0.331,0.47,0.801,0.345,125,217.7
110,Masyn Winn,STL,143,615,566,142,26,4,12,70,59,38,110,3,16,4,6.20%,17.80%,0.126,0.29,0.251,0.3,0.378,0.678,0.296,90,147.5
111,Xavier Edwards,MIA,134,576,517,143,24,4,2,68,40,46,84,2,31,6,7.90%,14.50%,0.076,0.323,0.277,0.336,0.353,0.688,0.304,92,150.7
112,Eugenio Suárez,ARI,144,604,534,124,26,1,23,69,83,54,174,9,1,1,9.00%,28.80%,0.183,0.294,0.232,0.31,0.414,0.725,0.316,101,180.3
113,Christian Walker,HOU,146,622,550,129,24,1,29,77,83,59,139,8,5,2,9.40%,22.40%,0.203,0.26,0.235,0.315,0.438,0.754,0.326,115,95.4
114,Lars Nootbaar,STL,121,492,426,105,20,1,16,61,56,60,101,2,7,2,12.20%,20.50%,0.166,0.285,0.246,0.34,0.412,0.752,0.329,113,258.4
115,Kyle Schwarber,PHI,149,657,548,119,22,0,34,87,95,99,189,6,4,2,15.10%,28.70%,0.227,0.259,0.217,0.342,0.444,0.786,0.342,119,76.1
116,Brenton Doyle,COL,143,596,544,138,26,5,21,80,66,40,172,5,26,6,6.70%,28.90%,0.18,0.329,0.254,0.308,0.434,0.741,0.32,92,76.6
117,Luis García Jr.,WSN,136,555,516,139,26,2,15,64,67,31,91,2,14,5,5.60%,16.30%,0.146,0.299,0.27,0.311,0.416,0.727,0.313,101,129.8
118,Tyler O'Neill,BAL,115,477,419,98,18,1,24,63,67,48,146,7,7,2,10.10%,30.50%,0.221,0.292,0.234,0.321,0.455,0.775,0.334,121,199.4
119,Salvador Perez,KCR,143,585,531,133,26,0,24,63,86,31,128,10,0,0,5.30%,22.00%,0.187,0.282,0.25,0.301,0.436,0.737,0.316,102,74.8
120,Christian Yelich,MIL,120,522,450,119,23,2,15,69,61,64,113,3,21,5,12.20%,21.60%,0.161,0.318,0.263,0.357,0.424,0.781,0.341,119,120.7
121,Brendan Donovan,STL,135,569,504,135,24,3,11,66,59,49,79,11,5,2,8.60%,13.80%,0.125,0.296,0.267,0.342,0.392,0.734,0.323,109,238.3
122,Zack Gelof,ATH,139,575,524,117,24,2,19,71,56,42,185,5,21,5,7.20%,32.20%,0.164,0.303,0.223,0.284,0.387,0.671,0.293,94,213.5
123,Willson Contreras,STL,132,559,476,117,22,1,20,71,67,59,138,17,6,2,10.50%,24.70%,0.179,0.301,0.246,0.347,0.424,0.772,0.339,119,76.4
124,Jonah Heim,TEX,102,387,354,78,15,1,12,39,42,27,75,2,1,0,6.90%,19.40%,0.146,0.246,0.221,0.278,0.366,0.644,0.281,82,311.8
125,Marcell Ozuna,ATL,148,626,555,142,28,0,30,82,90,62,153,4,1,1,9.90%,24.50%,0.211,0.298,0.256,0.332,0.467,0.799,0.344,120,72.8
126,Parker Meadows,DET,131,540,487,112,22,5,16,66,54,44,131,4,17,4,8.20%,24.30%,0.164,0.279,0.229,0.296,0.393,0.689,0.3,96,189.4
127,Mark Vientos,NYM,145,606,552,128,25,0,27,68,81,44,179,5,1,0,7.30%,29.60%,0.193,0.289,0.232,0.293,0.425,0.718,0.31,102,99.3
128,Christopher Morel,TBR,126,518,463,107,21,1,24,67,69,45,142,5,11,4,8.70%,27.40%,0.209,0.276,0.231,0.305,0.44,0.745,0.322,114,270.8
129,Keibert Ruiz,WSN,124,485,449,105,21,0,13,44,56,25,56,6,2,1,5.20%,11.60%,0.132,0.241,0.235,0.282,0.366,0.648,0.282,80,212
130,Andrew Vaughn,CHW,142,600,546,140,29,0,25,69,81,40,120,9,1,0,6.70%,20.10%,0.193,0.283,0.256,0.314,0.449,0.764,0.329,115,265
131,Steven Kwan,CLE,147,640,568,152,26,4,4,70,52,59,59,5,16,5,9.20%,9.20%,0.078,0.29,0.267,0.339,0.345,0.684,0.305,99,147.8
132,Tommy Edman,LAD,131,533,486,120,23,3,13,70,53,36,95,5,24,6,6.80%,17.80%,0.139,0.28,0.246,0.303,0.385,0.688,0.3,93,180.3
133,Jo Adell,LAA,122,470,427,96,19,2,22,60,59,34,141,6,13,4,7.20%,30.10%,0.205,0.279,0.225,0.29,0.43,0.72,0.31,100,282.4
134,Josh Lowe,TBR,126,508,460,110,24,3,17,65,57,41,148,2,22,5,8.10%,29.10%,0.174,0.312,0.239,0.303,0.414,0.717,0.309,105,153.8
135,Nico Hoerner,CHC,125,527,481,130,22,3,4,62,45,32,60,9,24,7,6.10%,11.30%,0.083,0.298,0.27,0.325,0.353,0.678,0.3,94,198.2
136,Nick Gonzales,PIT,113,466,425,111,25,3,11,53,52,28,105,7,5,1,6.10%,22.60%,0.149,0.32,0.261,0.315,0.41,0.725,0.315,99,407.3
137,Jake Meyers,HOU,112,425,386,93,19,2,13,51,46,29,101,6,8,2,6.90%,23.80%,0.156,0.292,0.24,0.302,0.396,0.699,0.305,100,447.5
138,Kyle Higashioka,TEX,81,287,264,54,10,0,11,29,34,18,83,1,1,1,6.20%,29.00%,0.173,0.25,0.206,0.258,0.379,0.637,0.276,78,383.8
139,Cody Bellinger,NYY,134,575,518,127,26,3,19,68,66,47,99,4,14,3,8.10%,17.30%,0.171,0.265,0.245,0.308,0.416,0.724,0.312,103,104.4
140,Trevor Story,BOS,112,466,416,97,20,2,14,59,50,36,133,5,19,6,7.70%,28.60%,0.16,0.305,0.234,0.3,0.394,0.694,0.302,90,254.2
141,Joey Bart,PIT,97,367,331,77,14,1,11,39,42,26,103,7,1,0,7.10%,28.10%,0.148,0.301,0.233,0.301,0.381,0.682,0.3,89,269.1
142,Connor Norby,MIA,133,549,500,123,26,3,16,62,62,40,158,5,11,2,7.30%,28.90%,0.159,0.325,0.245,0.306,0.404,0.71,0.309,95,275.7
143,George Springer,TOR,137,592,526,129,23,2,18,74,65,53,112,7,14,4,9.00%,19.00%,0.153,0.28,0.246,0.321,0.399,0.72,0.316,107,241
144,James Wood,WSN,137,587,519,133,28,3,17,74,66,60,163,4,17,5,10.20%,27.70%,0.162,0.34,0.257,0.337,0.419,0.757,0.33,112,56.7
145,Dylan Moore,SEA,104,379,327,67,14,2,13,50,36,39,112,9,23,7,10.30%,29.60%,0.168,0.268,0.206,0.307,0.374,0.681,0.302,103,344.7
146,Maikel Garcia,KCR,130,536,489,128,25,3,7,65,48,38,96,2,23,7,7.10%,17.90%,0.107,0.31,0.262,0.315,0.368,0.683,0.3,90,212
147,Travis d'Arnaud,LAA,72,270,242,56,10,0,9,29,32,18,69,4,1,0,6.80%,25.50%,0.158,0.286,0.233,0.295,0.392,0.687,0.3,93,418.9
148,Jonny DeLuca,TBR,119,455,416,97,20,3,12,53,45,29,92,5,15,3,6.40%,20.20%,0.147,0.271,0.233,0.29,0.381,0.671,0.292,93,338.6
149,Geraldo Perdomo,ARI,129,514,445,103,18,3,7,58,38,48,91,6,14,4,9.30%,17.80%,0.102,0.274,0.232,0.312,0.333,0.646,0.288,82,441.2
150,Matt Shaw,CHC,115,472,430,105,18,2,13,55,52,32,103,5,15,2,6.90%,21.80%,0.141,0.291,0.244,0.304,0.385,0.689,0.301,95,999
151,Brandon Marsh,PHI,126,491,431,102,20,3,13,61,49,52,152,4,14,4,10.60%,31.00%,0.152,0.332,0.237,0.323,0.389,0.712,0.312,99,311.8
152,Wilyer Abreu,BOS,118,463,409,97,22,2,18,60,58,47,123,4,9,3,10.20%,26.70%,0.194,0.295,0.238,0.321,0.432,0.753,0.327,108,306.6
153,Jorge Polanco,SEA,115,472,417,92,17,1,15,49,55,46,128,4,4,1,9.70%,27.20%,0.158,0.278,0.221,0.301,0.379,0.681,0.298,100,422.6
154,Brayan Rocchio,CLE,139,519,470,108,21,2,7,53,44,37,100,6,13,5,7.20%,19.30%,0.096,0.277,0.231,0.294,0.327,0.621,0.276,79,451.7
155,Willi Castro,MIN,130,537,480,117,22,3,12,66,48,40,125,12,18,5,7.40%,23.40%,0.133,0.305,0.244,0.315,0.377,0.692,0.304,99,231.6
156,Lane Thomas,CLE,129,543,490,118,26,3,16,70,57,42,134,7,23,6,7.80%,24.70%,0.159,0.299,0.242,0.309,0.401,0.709,0.31,103,178
157,Vinnie Pasquantino,KCR,139,596,531,138,32,1,19,69,77,53,79,6,1,0,8.90%,13.20%,0.175,0.27,0.26,0.33,0.434,0.764,0.33,112,114.4
158,Miguel Amaya,CHC,94,336,300,68,12,0,8,32,35,24,72,7,1,0,7.10%,21.40%,0.12,0.27,0.226,0.295,0.346,0.641,0.284,84,369.7
159,Heliot Ramos,SFG,135,566,515,131,25,2,21,71,69,40,151,5,8,3,7.20%,26.70%,0.18,0.316,0.254,0.313,0.433,0.746,0.322,109,209.3
160,Joc Pederson,TEX,110,429,367,88,16,1,21,57,57,49,98,9,4,1,11.30%,23.00%,0.218,0.268,0.24,0.34,0.458,0.799,0.345,126,322.3
