#,Name,Team,GS,G,IP,W,L,QS,SV,HLD,H,ER,HR,SO,BB,K/9,BB/9,K/BB,HR/9,AVG,WHIP,BABIP,LOB%,ERA,FIP,ADP
265,Joel Payamps,MIL,0,61,61,3,3,0,2,13,50,23,7,63,20,9.27,2.95,3.14,1.09,0.217,1.16,0.266,75.40%,3.4,3.8,498.7
266,Kyle Hart,SDP,15,39,105,2,3,7,0,1,104,54,15,76,39,6.51,3.31,1.96,1.26,0.253,1.36,0.278,68.90%,4.61,4.79,512.1
267,Bryan Hudson,MIL,0,60,60,3,3,0,1,11,48,22,7,65,21,9.7,3.18,3.05,1.02,0.214,1.16,0.27,75.60%,3.31,3.67,999
268,Ryan Brasier,CHC,0,58,58,3,3,0,2,13,50,23,6,57,18,8.85,2.75,3.22,0.99,0.23,1.16,0.283,72.80%,3.53,3.67,746.9
269,Tyler Holton,DET,0,72,72,4,4,0,6,13,63,29,8,62,19,7.77,2.4,3.23,0.99,0.233,1.14,0.275,71.80%,3.57,3.8,462.3
270,Kyle Finnegan,WSN,0,64,64,3,3,0,22,6,58,28,7,62,25,8.73,3.46,2.53,0.99,0.237,1.28,0.29,72.10%,3.87,3.95,310.8
271,Dustin May,LAD,5,52,72,2,2,4,0,4,63,31,9,67,24,8.29,2.94,2.82,1.09,0.233,1.2,0.277,71.60%,3.8,4,422
272,Landen Roupp,SFG,5,55,74,3,2,4,0,4,63,29,7,78,32,9.47,3.93,2.41,0.8,0.225,1.29,0.289,74.40%,3.48,3.67,563.4
273,Fraser Ellard,CHW,0,62,62,3,3,0,6,10,56,27,6,65,31,9.49,4.5,2.11,0.93,0.233,1.4,0.295,73.40%,3.94,4.05,749.4
274,Dennis Santana,PIT,0,66,66,3,3,0,2,12,59,28,7,65,27,8.89,3.7,2.4,0.95,0.235,1.31,0.29,72.70%,3.83,3.94,621.5
275,Emilio Pagán,CIN,0,64,64,3,3,0,3,12,55,29,10,68,23,9.52,3.23,2.94,1.34,0.228,1.22,0.277,72.10%,4.04,4.19,731.4
276,Jordan Romano,PHI,0,59,59,3,3,0,23,4,50,25,8,62,23,9.53,3.58,2.66,1.15,0.226,1.25,0.281,72.90%,3.86,4.05,177
277,JoJo Romero,STL,0,61,61,3,3,0,1,13,55,24,6,60,20,8.82,3.01,2.93,0.88,0.234,1.23,0.291,73.20%,3.54,3.61,739.6
278,Taylor Rogers,CIN,0,62,62,3,3,0,3,13,55,27,8,69,26,10.05,3.75,2.68,1.22,0.227,1.3,0.284,74.00%,3.93,4.08,569.4
279,Jose A. Ferrer,WSN,0,62,62,3,3,0,3,11,58,26,6,56,22,8.06,3.13,2.58,0.83,0.242,1.28,0.293,72.20%,3.7,3.75,583.3
280,Seth Halvorsen,COL,0,63,63,3,3,0,9,8,60,30,7,63,29,9.05,4.21,2.15,0.99,0.247,1.42,0.306,71.50%,4.25,4.14,362
281,Bryce Elder,ATL,6,16,49,1,1,3,0,1,50,23,6,39,16,7.26,2.97,2.45,1.02,0.26,1.36,0.302,69.60%,4.31,4.15,745.3
282,AJ Smith-Shawver,ATL,8,48,79,2,2,5,0,1,67,35,10,85,35,9.58,4,2.4,1.19,0.223,1.28,0.275,73.20%,3.94,4.23,475.1
283,Edwin Uceta,TBR,0,65,65,3,3,0,9,11,52,25,8,72,26,9.96,3.59,2.78,1.1,0.212,1.2,0.266,76.00%,3.45,3.88,328.7
284,Caden Dana,LAA,13,13,69,4,5,6,0,0,66,36,11,60,29,7.82,3.84,2.04,1.45,0.246,1.39,0.278,69.60%,4.76,4.95,583.4
285,Griffin Canning,NYM,11,46,100,2,2,6,0,1,97,51,15,82,36,7.4,3.22,2.3,1.31,0.251,1.33,0.284,69.10%,4.55,4.62,535.5
286,Brock Burke,LAA,0,66,66,3,3,0,1,16,59,29,8,66,24,9.01,3.21,2.81,1.16,0.234,1.25,0.283,72.60%,3.91,4.04,749.8
287,Gus Varland,CHW,0,64,64,3,3,0,8,11,62,29,7,61,25,8.59,3.53,2.44,1.04,0.243,1.35,0.292,72.70%,4.02,4.08,747.8
288,Alex Vesia,LAD,0,58,58,3,3,0,0,14,42,22,8,72,24,11.24,3.78,2.98,1.26,0.197,1.15,0.255,77.30%,3.4,3.89,707
289,Joey Estes,ATH,16,33,106,3,3,8,0,1,106,54,18,80,29,6.81,2.43,2.8,1.53,0.251,1.27,0.272,68.90%,4.6,4.8,723
290,Caleb Ferguson,PIT,0,60,60,3,3,0,1,11,54,24,6,63,25,9.49,3.68,2.58,0.83,0.235,1.32,0.3,73.80%,3.63,3.63,999
291,Tanner Banks,PHI,0,68,68,4,3,0,0,12,62,29,8,67,22,8.91,2.94,3.03,1.08,0.237,1.23,0.289,72.40%,3.8,3.85,750.2
292,Ryan Thompson,ARI,0,63,63,3,3,0,0,13,59,25,6,55,20,7.88,2.88,2.74,0.79,0.243,1.25,0.294,71.80%,3.64,3.65,999
293,Andrew Kittredge,BAL,0,64,64,3,3,0,2,13,58,27,8,60,20,8.46,2.82,3,1.08,0.237,1.21,0.285,71.60%,3.83,3.91,580.2
294,Nick Nastrini,CHW,13,23,75,2,3,6,0,1,70,39,11,67,41,8.1,4.88,1.66,1.27,0.241,1.48,0.28,70.80%,4.71,4.98,999
295,Ryan Fernandez,STL,0,65,65,3,3,0,1,16,58,27,7,65,26,8.99,3.65,2.46,0.92,0.235,1.3,0.293,72.60%,3.79,3.85,664.3
296,Brock Stewart,MIN,0,56,56,3,3,0,1,9,44,21,6,68,23,10.98,3.72,2.95,0.96,0.212,1.2,0.285,75.80%,3.32,3.5,749.8
297,José Leclerc,ATH,0,64,64,3,3,0,3,13,50,25,8,76,29,10.66,4.1,2.6,1.1,0.21,1.24,0.272,76.00%,3.53,3.89,577.2
298,Jordan Wicks,CHC,6,21,48,1,1,3,0,1,46,22,6,43,17,7.92,3.16,2.51,1.1,0.245,1.3,0.288,71.00%,4.12,4.19,694.9
299,Seranthony Domínguez,BAL,0,62,62,3,3,0,3,12,50,24,7,69,25,10.01,3.59,2.78,1.04,0.215,1.2,0.274,75.10%,3.47,3.77,600.4
300,Derek Law,WSN,0,72,72,4,4,0,5,13,69,32,8,62,26,7.81,3.22,2.42,0.99,0.246,1.31,0.291,71.00%,4.03,4.07,699
301,Triston McKenzie,CLE,18,42,116,3,3,9,0,1,109,60,18,106,52,8.2,4.02,2.04,1.4,0.241,1.39,0.278,70.50%,4.64,4.85,510.7
302,Michel Otañez,ATH,0,61,61,3,3,0,0,13,46,23,6,79,36,11.59,5.26,2.2,0.82,0.204,1.34,0.285,77.10%,3.35,3.69,745.6
303,Wade Miley,CIN,10,10,51,3,4,4,0,0,52,28,8,35,18,6.25,3.24,1.93,1.35,0.263,1.39,0.286,67.30%,4.92,4.94,749.9
304,Kenta Maeda,DET,8,54,90,2,2,5,0,1,88,45,14,78,27,7.82,2.69,2.91,1.39,0.252,1.28,0.288,69.20%,4.49,4.46,634.6
305,Cam Booser,CHW,0,60,60,3,3,0,0,11,53,26,7,63,25,9.51,3.77,2.52,1.1,0.231,1.31,0.287,73.30%,3.91,4.05,999
306,Beau Brieske,DET,0,66,66,3,3,0,10,10,56,27,8,65,26,8.93,3.57,2.5,1.03,0.225,1.25,0.275,73.80%,3.68,3.99,494.8
307,Nick Mears,MIL,0,59,59,3,3,0,0,11,45,22,7,74,29,11.26,4.44,2.54,1,0.203,1.26,0.273,77.20%,3.34,3.73,734.4
308,Ben Brown,CHC,3,31,46,1,1,3,0,1,37,18,5,51,19,9.86,3.75,2.63,0.95,0.218,1.22,0.28,74.40%,3.49,3.74,419.5
309,Greg Weissert,BOS,0,60,60,3,3,0,0,12,56,26,7,63,22,9.39,3.37,2.79,1.01,0.241,1.31,0.302,72.60%,3.89,3.8,999
310,Garrett Cleavinger,TBR,0,63,63,3,3,0,3,15,52,25,7,73,29,10.38,4.2,2.47,1.01,0.217,1.29,0.283,75.00%,3.61,3.86,733.2
311,Mark Leiter Jr.,NYY,0,58,58,3,3,0,0,12,49,23,7,65,22,10.13,3.44,2.95,1.1,0.221,1.22,0.281,74.80%,3.6,3.79,750.4
312,Stephen Kolek,SDP,3,31,49,1,1,3,0,1,46,21,5,43,18,7.9,3.34,2.37,0.9,0.242,1.33,0.289,72.50%,3.85,3.96,999
313,Declan Cronin,MIA,0,67,67,4,3,0,1,13,67,30,6,59,26,7.86,3.45,2.28,0.8,0.256,1.39,0.309,70.90%,4.06,3.87,999
314,Porter Hodge,CHC,0,63,63,3,3,0,11,10,49,24,6,70,33,9.95,4.71,2.11,0.86,0.21,1.31,0.272,75.80%,3.44,3.92,293.3
315,Louis Varland,MIN,2,56,61,3,3,3,0,7,53,22,6,64,19,9.44,2.72,3.47,0.87,0.225,1.17,0.285,75.40%,3.22,3.36,739.7
316,Danny Young,NYM,0,56,56,3,3,0,0,10,46,20,5,65,26,10.51,4.2,2.5,0.78,0.212,1.29,0.282,77.40%,3.17,3.5,999
317,Aaron Ashby,MIL,5,42,63,2,2,4,0,1,54,27,6,64,36,9.11,5.15,1.77,0.8,0.227,1.43,0.287,73.80%,3.84,4.17,441.5
318,Trent Thornton,SEA,0,67,67,4,3,0,0,14,55,25,8,70,23,9.34,3.14,2.97,1.03,0.217,1.17,0.268,75.40%,3.38,3.77,749.5
319,Adam Mazur,MIA,6,6,36,2,2,3,0,0,36,17,5,28,11,7.19,2.7,2.67,1.34,0.249,1.3,0.277,70.80%,4.34,4.53,743.9
320,Tony Santillan,CIN,0,58,58,3,3,0,1,11,48,25,7,68,29,10.55,4.5,2.35,1.16,0.218,1.32,0.28,74.30%,3.9,4.14,554.9
321,Logan Allen,CLE,6,6,37,2,2,3,0,0,36,18,5,31,14,7.5,3.4,2.2,1.16,0.255,1.37,0.294,69.30%,4.5,4.45,743.8
322,Sean Hjelle,SFG,0,66,66,3,3,0,0,13,67,28,6,56,19,7.63,2.62,2.91,0.76,0.256,1.31,0.306,71.30%,3.78,3.57,999
323,Victor Vodnik,COL,0,66,66,3,3,0,3,11,65,32,7,65,32,8.8,4.43,1.99,0.9,0.254,1.48,0.317,70.60%,4.38,4.14,690.2
324,Gregory Soto,BAL,0,59,59,3,3,0,0,10,49,23,5,66,26,10.03,4.02,2.49,0.81,0.222,1.28,0.292,74.80%,3.45,3.6,999
325,Carlos Estévez,KCR,0,64,64,3,3,0,21,6,57,29,8,61,24,8.6,3.41,2.53,1.12,0.237,1.27,0.287,70.80%,4.07,4.15,158.2
326,Slade Cecconi,CLE,3,42,58,2,2,3,0,1,56,26,8,49,14,7.54,2.08,3.62,1.19,0.248,1.2,0.285,70.30%,4,4.03,591.5
327,Tyler Rogers,SFG,0,70,70,4,3,0,1,14,68,30,7,53,16,6.87,2.12,3.24,0.95,0.25,1.21,0.286,70.30%,3.82,3.85,747.8
328,Tommy Kahnle,DET,0,58,58,3,3,0,2,10,50,23,5,61,24,9.41,3.74,2.52,0.84,0.227,1.27,0.29,73.80%,3.54,3.68,591.6
329,Angel Zerpa,KCR,0,59,59,3,3,0,0,12,58,26,6,51,19,7.72,2.95,2.62,0.86,0.252,1.31,0.301,70.90%,3.92,3.81,999
330,John Schreiber,KCR,0,61,61,3,3,0,1,12,57,27,6,57,24,8.43,3.59,2.35,0.92,0.244,1.34,0.298,71.70%,3.97,3.95,999
331,Shinnosuke Ogasawara,WSN,11,46,80,0,0,5,0,0,81,44,12,74,33,8.28,3.7,2.24,1.35,0.244,1.42,0.281,68.60%,4.91,4.69,689.3
332,Hoby Milner,TEX,0,58,58,3,3,0,0,11,56,25,7,52,16,8.01,2.49,3.22,1.04,0.247,1.24,0.292,71.40%,3.88,3.85,999
333,Brandon Sproat,NYM,5,5,24,2,2,3,0,0,21,11,3,23,10,8.41,3.86,2.18,1,0.232,1.3,0.281,71.90%,3.93,4.17,999
334,Jakob Junis,CLE,2,62,68,3,3,3,0,11,66,30,9,58,17,7.73,2.22,3.48,1.13,0.248,1.21,0.289,70.40%,3.97,3.94,606.4
335,Bryan King,HOU,0,60,60,3,3,0,0,12,53,24,7,63,23,9.4,3.51,2.68,0.99,0.23,1.28,0.287,74.30%,3.65,3.81,999
336,Michael Tonkin,MIN,0,63,63,3,3,0,0,12,56,26,8,66,23,9.37,3.31,2.83,1.07,0.23,1.25,0.285,73.60%,3.73,3.87,999
337,Braxton Ashcraft,PIT,3,33,47,2,1,2,0,1,47,22,6,39,13,7.49,2.54,2.95,1.11,0.256,1.29,0.297,69.60%,4.22,4.08,999
338,Elvis Peguero,MIL,0,56,56,3,3,0,0,9,49,22,5,55,24,8.92,3.84,2.32,0.79,0.227,1.3,0.284,74.40%,3.5,3.75,999
339,Mason Adams,CHW,5,5,26,1,2,2,0,0,28,14,3,18,9,6.21,3.01,2.06,1.14,0.27,1.4,0.3,67.20%,4.77,4.57,999
340,Kevin Kelly,TBR,0,53,53,3,3,0,0,5,49,20,5,50,14,8.43,2.3,3.67,0.84,0.236,1.17,0.289,73.40%,3.35,3.39,750.9
341,José Buttó,NYM,0,63,63,3,3,0,1,16,51,25,6,60,27,8.62,3.92,2.2,0.92,0.216,1.24,0.263,74.40%,3.5,4.03,653.4
342,Trevor Rogers,BAL,6,27,57,1,1,3,0,1,58,29,8,47,21,7.4,3.39,2.19,1.22,0.259,1.39,0.296,68.90%,4.64,4.55,694.2
343,Tyler Kinley,COL,0,64,64,3,3,0,18,6,61,32,9,65,28,9.19,4,2.3,1.24,0.248,1.4,0.303,70.10%,4.56,4.39,550
344,Alexis Díaz,CIN,0,65,65,3,3,0,28,3,53,30,9,69,32,9.6,4.38,2.19,1.24,0.22,1.3,0.27,72.70%,4.09,4.43,147.1
345,Scott Alexander,COL,0,56,56,3,3,0,0,9,59,27,5,45,19,7.15,3.11,2.3,0.86,0.269,1.39,0.316,68.50%,4.36,3.99,999
346,Craig Kimbrel,,0,40,40,2,2,0,0,0,31,16,5,48,19,10.9,4.28,2.54,1.09,0.21,1.26,0.277,75.40%,3.6,3.89,677.4
347,Joe Mantiply,ARI,0,59,59,3,3,0,0,11,58,26,6,52,17,7.88,2.66,2.96,0.92,0.252,1.27,0.302,70.70%,3.92,3.77,999
348,Tink Hence,STL,3,3,17,1,1,2,0,0,16,8,2,16,6,8.58,3.32,2.58,1,0.24,1.27,0.293,71.20%,3.93,3.94,999
349,Joe Kelly,,0,34,34,2,2,0,0,0,28,13,3,39,17,10.26,4.51,2.27,0.84,0.217,1.31,0.286,75.30%,3.48,3.75,999
350,Erik Miller,SFG,0,61,61,3,3,0,1,12,47,23,5,72,33,10.59,4.9,2.16,0.8,0.211,1.32,0.284,75.70%,3.43,3.76,999
351,Jorge López,WSN,0,60,60,3,3,0,7,12,57,27,7,54,23,8.11,3.52,2.3,0.99,0.246,1.35,0.294,71.40%,4.08,4.11,418.8
352,Tyler Ferguson,ATH,0,62,62,3,3,0,1,15,50,25,6,69,31,9.99,4.56,2.19,0.92,0.216,1.32,0.279,75.20%,3.58,3.94,748.9
353,Andrew Nardi,MIA,0,50,50,3,2,0,0,4,41,19,6,62,20,11.09,3.51,3.16,1.07,0.217,1.21,0.289,75.50%,3.48,3.56,733.3
354,Justin Wilson,BOS,0,58,58,3,3,0,0,10,55,25,8,61,19,9.4,3.01,3.13,1.21,0.239,1.29,0.291,73.50%,3.94,3.96,999
355,Brendon Little,TOR,0,56,56,3,3,0,0,10,51,22,4,53,26,8.51,4.16,2.05,0.64,0.236,1.37,0.295,73.40%,3.6,3.73,999
356,Dedniel Núñez,NYM,0,49,49,3,2,0,0,4,37,16,5,58,20,10.57,3.63,2.91,0.92,0.201,1.15,0.264,78.10%,3,3.49,735.2
357,Anthony Banda,LAD,0,57,57,3,3,0,0,13,51,24,7,57,23,9.07,3.61,2.51,1.04,0.23,1.3,0.282,73.90%,3.77,3.99,999
358,Carson Whisenhunt,SFG,3,24,38,1,1,2,0,1,34,16,4,39,16,9.28,3.75,2.48,1.02,0.232,1.31,0.288,73.50%,3.82,3.97,999
359,Jorge Alcala,MIN,0,60,60,3,3,0,1,12,48,25,8,65,25,9.76,3.81,2.56,1.13,0.215,1.22,0.269,74.10%,3.68,4.04,999
360,Sam Moll,CIN,0,55,55,3,3,0,0,10,48,24,7,56,24,9.11,3.89,2.34,1.09,0.229,1.31,0.281,73.00%,3.92,4.15,999
361,Carmen Mlodzinski,PIT,0,61,61,3,3,0,1,12,57,27,6,56,25,8.28,3.69,2.24,0.94,0.242,1.34,0.293,71.70%,4,4.06,750.8
362,Michael Kopech,LAD,0,53,53,3,3,0,3,10,37,19,6,67,28,11.34,4.68,2.42,1.09,0.192,1.23,0.255,78.00%,3.3,3.92,490.9
363,Chad Green,TOR,0,63,63,3,3,0,5,12,56,28,9,59,21,8.43,2.96,2.85,1.22,0.237,1.22,0.281,70.80%,4.05,4.17,496.6
364,Richard Fitts,BOS,3,39,54,2,2,2,0,1,56,27,7,42,17,6.98,2.74,2.55,1.19,0.262,1.34,0.297,68.70%,4.5,4.37,678.9
365,Tyson Miller,CHC,0,62,62,3,3,0,1,12,55,26,8,59,20,8.61,2.9,2.97,1.15,0.23,1.21,0.274,73.30%,3.74,4,749.5
366,Shawn Armstrong,TEX,0,61,61,3,3,0,1,12,57,28,8,59,21,8.73,3.17,2.76,1.18,0.24,1.28,0.288,71.90%,4.06,4.13,999
367,Gabe Speier,SEA,0,58,58,3,3,0,0,10,49,22,6,60,21,9.24,3.19,2.9,0.98,0.223,1.2,0.278,74.40%,3.47,3.73,999
368,Jake Bird,COL,0,61,61,3,3,0,1,10,63,30,7,56,26,8.21,3.79,2.17,1,0.26,1.45,0.313,70.30%,4.45,4.19,999
369,Paul Sewald,CLE,0,59,59,3,3,0,1,12,48,23,8,64,20,9.7,3.12,3.11,1.22,0.215,1.15,0.265,74.70%,3.57,3.94,566
370,John King,STL,0,59,59,3,3,0,0,12,61,27,5,42,17,6.4,2.62,2.44,0.76,0.265,1.33,0.305,69.00%,4.08,3.85,999
371,Ryan Burr,TOR,0,50,50,3,2,0,0,4,43,20,6,57,18,10.34,3.17,3.26,1.09,0.224,1.21,0.289,74.50%,3.58,3.64,999
372,José Ruiz,PHI,0,62,62,3,3,0,0,10,55,27,8,64,25,9.32,3.62,2.58,1.14,0.23,1.29,0.283,73.20%,3.91,4.09,999
373,Daysbel Hernández,ATL,0,58,58,3,3,0,0,11,46,23,6,69,30,10.68,4.6,2.32,0.98,0.213,1.31,0.281,75.50%,3.59,3.88,747.7
374,Shane Smith,CHW,0,58,58,3,3,0,0,10,53,26,7,57,25,8.83,3.89,2.27,1.04,0.239,1.35,0.292,72.00%,4.08,4.15,749.5
375,Chayce McDermott,BAL,3,31,46,1,1,2,0,1,39,21,5,50,25,9.73,4.84,2.01,1.04,0.222,1.37,0.281,73.40%,3.98,4.28,734.1
376,Jairo Iriarte,CHW,8,30,67,1,2,4,0,1,66,37,9,53,36,7.21,4.88,1.48,1.18,0.256,1.54,0.292,68.90%,4.99,5.06,749
377,DL Hall,MIL,3,31,44,2,2,2,0,1,40,20,5,44,21,9.05,4.33,2.09,1.09,0.234,1.38,0.287,72.40%,4.14,4.32,648.9
378,Craig Yoho,MIL,0,47,47,2,2,0,0,1,35,15,4,63,21,12.04,4.02,2.99,0.86,0.199,1.19,0.282,78.70%,2.96,3.21,999
379,Matt Brash,SEA,0,48,48,3,2,0,0,1,35,15,4,63,21,11.79,4.01,2.94,0.76,0.199,1.18,0.282,78.90%,2.83,3.12,675.8
380,Jordan Leasure,CHW,0,62,62,3,3,0,0,10,54,27,7,65,29,9.42,4.26,2.21,1.09,0.228,1.35,0.282,73.50%,3.96,4.21,749.5
381,Brant Hurter,DET,0,60,60,3,3,0,0,5,58,26,6,49,16,7.42,2.46,3.02,0.9,0.251,1.25,0.296,70.60%,3.84,3.76,568.6
382,Evan Phillips,LAD,0,50,50,3,2,0,0,7,39,17,6,57,16,10.18,2.8,3.64,1,0.21,1.09,0.271,76.50%,3.1,3.41,629.4
383,Caleb Thielbar,CHC,0,56,56,3,3,0,0,10,46,22,7,61,22,9.79,3.52,2.78,1.11,0.219,1.22,0.274,74.60%,3.61,3.9,999
384,Robby Snelling,MIA,5,5,24,1,2,2,0,0,25,13,3,19,10,6.94,3.7,1.87,1.16,0.26,1.44,0.295,68.80%,4.72,4.68,999
385,Kyle Bradish,BAL,2,12,17,1,0,1,0,1,15,7,2,18,5,9.27,2.83,3.28,0.91,0.229,1.17,0.29,73.50%,3.42,3.49,670.3
386,Danny Coulombe,MIN,0,51,51,3,3,0,0,4,45,21,6,52,16,9.17,2.87,3.19,1.09,0.231,1.19,0.285,72.70%,3.7,3.79,999
387,Brennan Bernardino,BOS,0,52,52,3,3,0,0,4,50,23,6,52,20,9.08,3.49,2.6,0.97,0.246,1.35,0.307,71.90%,4.01,3.85,999
388,Keider Montero,DET,3,20,35,1,1,2,0,1,34,17,4,30,14,7.55,3.44,2.2,1.12,0.248,1.34,0.288,70.00%,4.32,4.4,723
389,Tayler Scott,HOU,0,65,65,3,3,0,1,16,57,29,8,66,28,9.1,3.94,2.31,1.07,0.23,1.31,0.283,72.80%,3.95,4.15,749.9
390,Hunter Gaddis,CLE,0,65,65,3,3,0,0,17,58,28,9,58,21,8.08,2.86,2.83,1.19,0.231,1.21,0.268,72.60%,3.83,4.17,696.1
391,Joe Boyle,TBR,5,41,58,2,2,4,0,1,45,26,6,68,42,10.55,6.41,1.65,0.87,0.212,1.49,0.284,74.30%,3.98,4.39,649.6
392,Kaleb Ort,HOU,0,62,62,3,3,0,0,13,51,26,8,68,27,9.88,3.92,2.52,1.2,0.215,1.25,0.266,75.10%,3.73,4.16,999
393,Mason Black,SFG,3,37,51,2,2,2,0,1,49,24,6,45,19,7.84,3.38,2.32,1.08,0.248,1.34,0.292,70.50%,4.23,4.25,999
394,Luke Jackson,TEX,0,55,55,3,3,0,0,10,48,24,6,58,25,9.52,4.17,2.28,1.01,0.23,1.34,0.289,73.10%,3.91,4.05,999
395,Forrest Whitley,HOU,0,59,59,3,3,0,0,11,51,25,6,61,27,9.32,4.18,2.23,0.95,0.227,1.33,0.285,73.70%,3.78,4.01,750.3
396,Mason Montgomery,TBR,0,60,60,3,3,0,1,12,52,25,7,61,25,9.09,3.69,2.47,1.03,0.228,1.28,0.281,73.40%,3.78,4.01,606.4
397,Bobby Miller,LAD,2,42,47,2,2,2,0,1,42,21,5,42,17,8.08,3.23,2.5,1.04,0.238,1.26,0.284,70.90%,3.96,4.09,398.8
398,Carlos Rodriguez,MIL,3,15,31,1,1,2,0,1,28,15,4,28,13,7.95,3.81,2.09,1.28,0.231,1.31,0.264,71.70%,4.23,4.67,999
399,Phil Maton,,0,56,56,3,3,0,0,0,49,24,7,55,22,8.85,3.57,2.48,1.13,0.225,1.27,0.271,73.90%,3.8,4.17,750.8
400,Brooks Raley,,0,26,26,1,1,0,0,0,22,10,3,28,10,9.58,3.62,2.65,1.09,0.219,1.24,0.272,75.00%,3.6,3.96,999
401,Dane Dunning,TEX,3,56,72,3,3,3,0,7,74,38,10,59,26,7.34,3.22,2.28,1.25,0.261,1.37,0.298,68.00%,4.71,4.55,742.3
402,Yuki Matsui,SDP,0,58,58,3,3,0,0,11,48,25,8,61,24,9.43,3.72,2.54,1.17,0.223,1.25,0.275,73.10%,3.86,4.13,729.3
403,Sawyer Gipson-Long,DET,2,30,35,1,1,2,0,1,34,16,4,31,10,7.84,2.63,2.98,1.04,0.249,1.25,0.295,70.00%,4.02,3.94,717.1
404,Albert Suárez,BAL,5,59,80,3,3,4,0,5,79,40,12,67,27,7.49,3.01,2.49,1.3,0.253,1.32,0.289,68.90%,4.53,4.52,672.9
405,Michael McGreevy,STL,2,34,39,2,1,2,0,1,42,19,4,26,9,5.99,1.98,3.03,0.94,0.271,1.29,0.303,67.60%,4.26,3.97,469
406,Troy Taylor,SEA,0,54,54,3,3,0,0,4,44,20,5,59,24,9.91,3.98,2.49,0.9,0.213,1.25,0.273,76.30%,3.33,3.74,999
407,Emerson Hancock,SEA,6,18,49,1,1,3,0,1,48,25,7,35,17,6.37,3.12,2.04,1.28,0.251,1.34,0.274,69.20%,4.53,4.78,723.2
408,Angel Perdomo,ATL,0,54,54,3,3,0,0,7,41,20,6,70,26,11.69,4.34,2.69,1,0.205,1.24,0.282,76.70%,3.37,3.6,999
409,Penn Murfee,CHW,0,51,51,3,3,0,0,4,46,22,7,53,21,9.35,3.67,2.55,1.15,0.231,1.3,0.283,73.40%,3.94,4.12,999
410,Ryne Stanek,NYM,0,58,58,3,3,0,0,12,46,24,7,65,27,10.05,4.18,2.4,1.13,0.212,1.26,0.267,74.90%,3.68,4.1,749.5
411,Sam Aldegheri,LAA,3,3,18,1,1,1,0,0,17,10,3,17,9,8.11,4.31,1.88,1.33,0.245,1.42,0.285,69.30%,4.76,4.87,748.1
412,Julian Merryweather,CHC,0,52,52,3,3,0,0,4,44,21,6,57,23,9.79,3.9,2.51,1,0.224,1.28,0.284,74.40%,3.67,3.88,999
413,Eduard Bazardo,SEA,0,50,50,3,2,0,0,1,41,18,5,54,17,9.76,3.07,3.18,0.95,0.214,1.16,0.271,76.50%,3.17,3.52,999
414,Brady Basso,ATH,2,55,59,3,3,2,0,5,57,27,8,52,17,7.92,2.57,3.09,1.18,0.247,1.24,0.288,70.70%,4.07,4.09,749
415,Ryan Zeferjahn,LAA,0,61,61,3,3,0,1,12,50,26,8,68,33,10.03,4.91,2.04,1.12,0.213,1.36,0.267,75.40%,3.84,4.34,744.9
416,José Suarez,LAA,2,62,67,3,3,3,0,10,64,32,10,63,25,8.44,3.33,2.53,1.31,0.243,1.31,0.285,70.90%,4.34,4.43,999
417,Keegan Thompson,CHC,0,66,66,3,3,0,0,13,56,28,8,70,30,9.56,4.15,2.3,1.04,0.224,1.31,0.282,73.50%,3.84,4.08,999
418,Tayler Saucedo,SEA,0,61,61,3,3,0,0,12,53,24,6,59,26,8.74,3.86,2.27,0.88,0.226,1.29,0.279,73.90%,3.61,3.92,999
419,Jacob Waguespack,TBR,2,43,48,2,2,2,0,1,45,22,6,49,19,9.07,3.55,2.56,1.09,0.239,1.32,0.294,72.10%,4.03,4.05,999
420,Carson Palmquist,COL,3,3,17,1,1,1,0,0,17,10,3,16,9,8.55,4.55,1.88,1.45,0.25,1.49,0.291,69.70%,5.02,5.03,999
421,Bryan Hoeing,SDP,0,56,56,3,3,0,0,9,55,25,6,44,18,7.15,2.84,2.52,0.99,0.251,1.29,0.29,70.10%,4.08,4.09,999
422,Jake Cousins,NYY,0,54,54,3,3,0,0,7,40,20,6,66,28,10.93,4.6,2.37,0.96,0.202,1.26,0.27,76.80%,3.35,3.81,999
423,Chase Petty,CIN,3,18,33,1,1,2,0,1,33,18,5,24,15,6.53,4.02,1.62,1.22,0.259,1.44,0.288,67.30%,4.94,4.97,999
424,John Brebbia,DET,0,57,57,3,3,0,0,9,51,25,8,59,20,9.36,3.23,2.9,1.24,0.233,1.26,0.284,72.80%,3.98,4.08,999
425,Kody Funderburk,MIN,0,48,48,3,2,0,0,1,43,19,4,49,19,9.24,3.63,2.54,0.83,0.231,1.3,0.292,74.20%,3.53,3.66,750.9
426,Erik Swanson,TOR,0,60,60,3,3,0,0,13,54,27,8,57,22,8.56,3.37,2.54,1.15,0.236,1.28,0.283,71.60%,4.05,4.19,747.1
427,Patrick Sandoval,BOS,2,8,13,0,0,1,0,1,13,6,1,12,5,8.08,3.57,2.26,0.95,0.258,1.37,0.314,68.40%,4.39,4.08,746.8
428,Ian Seymour,TBR,3,18,33,1,1,2,0,1,32,17,5,29,13,7.88,3.4,2.32,1.33,0.246,1.33,0.282,70.10%,4.48,4.61,724.4
429,Scott Barlow,CIN,0,58,58,3,3,0,0,7,49,25,7,64,27,10.01,4.16,2.41,1.09,0.224,1.31,0.285,73.60%,3.88,4.05,733.3
