#,Name,MLBAMID,RazzballID,FanGraphsID,NFBCID,FantraxID,Team,STD_POS,YAHOO_POS,Last,First,Lastv2,Firstv2
740,Jamie Ritchie,657739,657739,sa829058,10994,,FA,C,C,Ritchie,Jamie,,
741,Joe Ryan,657746,657746,21390,10786,*04ps7*,MIN,SP,SP,Ryan,Joe,Ryan,Joe
742,Connor Seabold,657756,657756,19695,11023,*03drx*,TB,SP,SP,Seabold,Connor,Seabold,Connor
743,Gavin Sheets,657757,657757,19901,10204,*04eej*,SD,1B/OF,1B/OF,Sheets,Gavin,Sheets,Gavin
744,Eric Stout,657770,657770,16873,9981,*03dne*,SEA,RP,RP,Stout,Eric,Stout,Eric
745,Adonis Medina,658431,658431,19903,10121,,SEA,RP,RP,Medina,Adonis,Medina,Adonis
746,Junior Fernandez,658551,658551,18496,10666,,KC,RP,RP,Fernandez,Junior,Fernández,Junior
747,Pedro Avila,658648,658648,18864,10310,,CLE,RP,RP,Avila,Pedro,Avila,Pedro
748,Edward Olivares,658668,658668,19698,9605,*04c8q*,FA,OF,OF,Olivares,Edward,,
749,Shintaro Fujinami,660261,660261,31839,11631,*02xih*,SEA,RP,RP,Fujinami,Shintaro,Fujinami,Shintaro
750,Shohei Ohtani,660271,660271,19755,98100,*02yc4*,LAD,SP,SP,Ohtani,Shohei,Ohtani,Shohei
751,Enoli Paredes,660600,660600,20447,10737,*04ywp*,ATL,RP,RP,Paredes,Enoli,Paredes,Enoli
752,Ronaldo Hernandez,660613,660613,sa881850,10317,*04al0*,NYY,C,C,Hernandez,Ronaldo,Hernández,Ronaldo
753,Arquimedes Gamboa,660614,660614,sa877497,10454,,FA,SS,SS,Gamboa,Arquimedes,,
754,Jonathan Arauz,660620,660620,20275,9243,*03nrm*,FA,2B,2B,Arauz,Jonathan,,
755,Huascar Ynoa,660623,660623,20468,10214,*03gl9*,MIN,RP,RP,Ynoa,Huascar,Ynoa,Huascar
756,Yonny Hernandez,660634,660634,19432,11121,*04yin*,NYM,2B,2B/3B,Hernandez,Yonny,Hernandez,Yonny
757,Diego Castillo,660636,660636,19906,11319,*041me*,FA,2B/SS/ OF,2B/SS/ OF,Castillo,Diego,,
758,Vidal Brujan,660644,660644,20536,9987,*03yxd*,CHC,2B,2B/SS/ 3B/OF,Brujan,Vidal,Bruján,Vidal
759,Dermis Garcia,660650,660650,20926,10186,,FA,3B,3B,Garcia,Dermis,,
760,Ronald Acuna Jr.,660670,660670,18401,9775,*03wha*,ATL,OF,OF,Acuna Jr.,Ronald,Acuña Jr.,Ronald
761,Keibert Ruiz,660688,660688,19610,10263,*03rmz*,WSH,C,C,Ruiz,Keibert,Ruiz,Keibert
762,Elehuris Montero,660707,660707,20543,10392,*03seg*,FA,1B,1B,Montero,Elehuris,,
763,Elvin Rodriguez,660730,660730,20962,10393,*04avf*,MIL,RP,RP,Rodriguez,Elvin,Rodriguez,Elvin
764,Oscar Gonzalez,660757,660757,20970,10306,*03nrk*,SD,OF,OF,Gonzalez,Oscar,Gonzalez,Oscar
765,Sandro Fabian,660758,660758,19910,12175,*03o3v*,FA,OF,OF,Fabian,Sandro,,
766,Jose Suarez,660761,660761,19911,10470,*03nqc*,LAA,RP,RP,Suarez,Jose,Suarez,José
767,Juan Yepez,660766,660766,18400,11302,*03ner*,WSH,1B,1B,Yepez,Juan,Yepez,Juan
768,Yerry De Los Santos,660787,660787,21420,11476,*05gsw*,NYY,RP,RP,De Los Santos,Yerry,De Los Santos,Yerry
769,Brusdar Graterol,660813,660813,20367,10152,*03zbj*,LAD,RP,RP,Graterol,Brusdar,Graterol,Brusdar
770,Jesus Sanchez,660821,660821,19913,10236,*03nru*,MIA,OF,OF,Sanchez,Jesus,Sánchez,Jesús
771,Eduard Bazardo,660825,660825,20997,11165,*04mjn*,SEA,RP,RP,Bazardo,Eduard,Bazardo,Eduard
772,Hoy Park,660829,660829,18027,11240,*03mky*,ATH,OF,OF,Park,Hoy,Park,Hoy
773,Leo Rivas,660844,660844,21009,12081,*04ave*,SEA,SS,SS,Rivas,Leo,Rivas,Leo
774,Enyel De Los Santos,660853,660853,18403,10058,*03y4y*,ATL,RP,RP,De Los Santos,Enyel,De Los Santos,Enyel
775,Jorge Alcala,660896,660896,19459,10701,*04ata*,MIN,RP,RP,Alcala,Jorge,Alcala,Jorge
776,Francisco Perez,660906,660906,21018,11259,,ATH,RP,RP,Perez,Francisco,Pérez,Francisco
777,Vladimir Gutierrez,661269,661269,19278,11161,*03mmw*,MIA,SP,SP,Gutierrez,Vladimir,,
778,Adrian Martinez,661309,661309,21023,11320,*05u3c*,ATH,RP,RP,Martinez,Adrian,Martínez,Adrián
779,Oliver Ortega,661383,661383,21025,11278,*050ig*,NYM,RP,RP,Ortega,Oliver,Ortega,Oliver
780,William Contreras,661388,661388,20503,10364,*03yrz*,MIL,C,C,Contreras,William,Contreras,William
781,Jhoan Duran,661395,661395,21029,10239,*04apj*,MIN,RP,RP,Duran,Jhoan,Duran,Jhoan
782,Emmanuel Clase,661403,661403,21032,10661,*04ug5*,CLE,RP,RP,Clase,Emmanuel,Clase,Emmanuel
783,Seth Martinez,661527,661527,21045,11293,*0420n*,MIA,RP,RP,Martinez,Seth,Martinez,Seth
784,Brian Serven,661531,661531,19422,11473,*041rz*,DET,C,C,Serven,Brian,Serven,Brian
785,Luis Gil,661563,661563,21052,10760,*04s1h*,NYY,SP,SP,Gil,Luis,Gil,Luis
786,Daulton Varsho,662139,662139,19918,10180,*04efa*,TOR,OF,OF,Varsho,Daulton,Varsho,Daulton
787,Andres Munoz,662253,662253,20373,10134,*0403o*,SEA,RP,RP,Munoz,Andres,Muñoz,Andrés
788,Robert Suarez,663158,663158,30115,11407,*05r01*,SD,RP,RP,Suarez,Robert,Suarez,Robert
789,Nick Hernandez,663321,663321,19281,11866,*041ue*,HOU,RP,RP,Hernandez,Nick,Hernandez,Nick
790,Jahmai Jones,663330,663330,18872,10223,*03pp6*,DET,2B,2B/OF,Jones,Jahmai,Jones,Jahmai
791,Matt Waldron,663362,663362,25550,11815,*051e5*,SD,SP,SP,Waldron,Matt,Waldron,Matt
792,Blake Perkins,663368,663368,19921,11719,*03pp5*,MIL,OF,OF,Perkins,Blake,Perkins,Blake
793,Ryan Feltner,663372,663372,21446,11282,*03r06*,COL,SP,SP,Feltner,Ryan,Feltner,Ryan
794,Thomas Szapucki,663378,663378,21065,10342,,DET,RP,RP,Szapucki,Thomas,Szapucki,Thomas
795,Trent Thornton,663423,663423,17948,10494,*031k3*,SEA,RP,RP,Thornton,Trent,Thornton,Trent
796,Tanner Rainey,663432,663432,17610,10020,*03pp7*,PIT,RP,RP,Rainey,Tanner,Rainey,Tanner
797,Davis Martin,663436,663436,21448,11470,*04pxf*,CHW,SP,SP,Martin,Davis,Martin,Davis
798,Konnor Pilkington,663455,663455,21453,11386,*04muw*,WSH,SP,SP,Pilkington,Konnor,Pilkington,Konnor
799,Lars Nootbaar,663457,663457,21454,11225,*04pt2*,STL,OF,OF,Nootbaar,Lars,Nootbaar,Lars
800,Kris Bubic,663460,663460,21455,10933,*04pmb*,KC,SP,SP,Bubic,Kris,Bubic,Kris
801,Isaiah Campbell,663462,663462,25551,10871,*04q6c*,BOS,RP,RP,Campbell,Isaiah,Campbell,Isaiah
802,Kolby Allard,663465,663465,18694,9790,*03nqg*,CLE,SP,SP,Allard,Kolby,Allard,Kolby
803,Triston McKenzie,663474,663474,18000,9965,*03pon*,CLE,SP,SP,McKenzie,Triston,McKenzie,Triston
804,Brendon Davis,663478,663478,18587,11304,,FA,OF,OF,Davis,Brendon,,
805,Cole Sands,663485,663485,21461,11364,*03qxr*,MIN,RP,RP,Sands,Cole,Sands,Cole
806,Ben Leeper,663510,663510,sa3014907,11413,*05u1w*,CHC,RP,RP,Leeper,Ben,Leeper,Ben
807,Tyler Nevin,663527,663527,17893,10357,*03pok*,FA,1B/3B/ OF,1B/3B/ OF,Nevin,Tyler,,
808,Nico Hoerner,663538,663538,21479,10302,*04pkr*,CHC,2B,2B/SS,Hoerner,Nico,Hoerner,Nico
809,Bryan Hudson,663542,663542,19924,11812,*03svw*,MIL,RP,RP,Hudson,Bryan,Hudson,Bryan
810,Sean Hjelle,663546,663546,21481,10791,*04nx1*,SF,RP,RP,Hjelle,Sean,Hjelle,Sean
811,Trey Cabbage,663550,663550,21078,11764,*03qko*,FA,OF,OF,Cabbage,Trey,,
812,Casey Mize,663554,663554,20492,10159,*04mlf*,DET,SP,SP,Mize,Casey,Mize,Casey
813,Shane McClanahan,663556,663556,21483,10332,*04mlt*,TB,SP,SP,McClanahan,Shane,McClanahan,Shane
814,Jovani Moran,663558,663558,20422,11287,*03qmm*,BOS,RP,RP,Moran,Jovani,Moran,Jovani
815,Bailey Falter,663559,663559,20070,11171,*03ql8*,PIT,SP,SP,Falter,Bailey,Falter,Bailey
816,Noah Davis,663562,663562,25862,11347,*04pva*,BOS,RP,RP,Davis,Noah,Davis,Noah
817,Stephen Kolek,663568,663568,21487,12009,*04pvu*,SD,SP,SP,Kolek,Stephen,Kolek,Stephen
818,Tony Santillan,663574,663574,19926,10347,*03poq*,CIN,RP,RP,Santillan,Tony,Santillan,Tony
819,Austin Riley,663586,663586,18360,9821,*03pom*,ATL,3B,3B,Riley,Austin,Riley,Austin
820,Brandon Lockridge,663604,663604,21496,12173,*04prc*,SD,OF,OF,Lockridge,Brandon,Lockridge,Brandon
821,Luken Baker,663609,663609,21497,11803,*04069*,STL,DH,DH,Baker,Luken,Baker,Luken
822,Nick Madrigal,663611,663611,20521,10297,*03qu7*,NYM,2B/3B,2B/3B,Madrigal,Nick,Madrigal,Nick
823,Trevor Larnach,663616,663616,21501,10350,*04nky*,MIN,OF,OF,Larnach,Trevor,Larnach,Trevor
824,Jake Irvin,663623,663623,21504,10976,*04ppz*,WSH,SP,SP,Irvin,Jake,Irvin,Jake
825,Ryan Mountcastle,663624,663624,18373,9977,*03pjl*,BAL,1B,1B,Mountcastle,Ryan,Mountcastle,Ryan
826,Ethan Small,663629,663629,26364,10992,*0511g*,SF,RP,RP,Small,Ethan,Small,Ethan
827,Ryan McKenna,663630,663630,19928,10731,*03qkw*,FA,OF,OF,McKenna,Ryan,,
828,Ke’Bryan Hayes,663647,663647,18577,10262,*03pji*,PIT,3B,3B,Hayes,Ke’Bryan,Hayes,Ke’Bryan
829,Kyle Tucker,663656,663656,18345,9787,*03pir*,CHC,OF,OF,Tucker,Kyle,Tucker,Kyle
830,Thaddeus Ward,663658,663658,21513,11200,*04pre*,BAL,RP,RP,Ward,Thaddeus,Ward,Thaddeus
831,Daz Cameron,663662,663662,18353,10182,*02zg5*,BAL,OF,OF,Cameron,Daz,Cameron,Daz
832,Nic Enright,663671,663671,sa3010299,11722,*03qvm*,CLE,RP,RP,Enright,Nic,Enright,Nic
833,Hogan Harris,663687,663687,21520,11650,*04pps*,ATH,RP,RP,Harris,Hogan,Harris,Hogan
834,Jonathan India,663697,663697,21523,10248,*04nx3*,KC,2B,2B,India,Jonathan,India,Jonathan
835,Joey Bart,663698,663698,21524,10245,*04mn4*,PIT,C,C,Bart,Joey,Bart,Joey
836,James McArthur,663704,663704,21527,11345,*04pw3*,KC,RP,RP,McArthur,James,McArthur,James
837,Matthew Kroon,663714,663714,sa3007502,12037,,PHI,1B,1B,Kroon,Matthew,Kroon,Matthew
838,Cal Raleigh,663728,663728,21534,10866,*04my4*,SEA,C,C,Raleigh,Cal,Raleigh,Cal
839,Connor Kaiser,663731,663731,21535,11813,*04ppn*,ARI,SS,SS,Kaiser,Connor,Kaiser,Connor
840,Daniel Lynch IV,663738,663738,21537,10176,*04pma*,KC,SP,SP,Lynch IV,Daniel,Lynch IV,Daniel
841,Nick Fortes,663743,663743,21538,11289,*04pqf*,MIA,C,C,Fortes,Nick,Fortes,Nick
842,Reiss Knehr,663753,663753,21541,11237,*04q1u*,SD,RP,RP,Knehr,Reiss,Knehr,Reiss
843,Trent Grisham,663757,663757,18564,10658,*03pit*,NYY,OF,OF,Grisham,Trent,Grisham,Trent
844,Jake Woodford,663765,663765,18674,10772,*03pol*,COL,SP,SP,Woodford,Jake,Woodford,Jake
845,Chase Shugart,663767,663767,21544,12150,*04pw2*,PIT,RP,RP,Shugart,Chase,Shugart,Chase
846,Bryan Hoeing,663773,663773,26304,11541,*05156*,SD,RP,RP,Hoeing,Bryan,Hoeing,Bryan
847,Patrick Sandoval,663776,663776,19447,10308,*03qpi*,BOS,SP,SP,Sandoval,Patrick,Sandoval,Patrick
848,Coco Montes,663796,663796,21547,11767,*04py7*,TB,2B,2B,Montes,Coco,Montes,Coco
849,Jackson Kowar,663804,663804,21549,10222,*04mlg*,SEA,RP,RP,Kowar,Jackson,Kowar,Jackson
850,Matt Vierling,663837,663837,21558,11223,*04pqq*,DET,3B/OF,3B/OF,Vierling,Matt,Vierling,Matt
851,Alfonso Rivas III,663845,663845,21560,11272,,STL,1B,1B,Rivas III,Alfonso,Rivas III,Alfonso
852,Romy Gonzalez,663853,663853,21562,11276,*04q0o*,BOS,1B/2B/ SS,1B/2B/ SS/3B/OF,Gonzalez,Romy,Gonzalez,Romy
853,Jordan Hicks,663855,663855,19618,9957,*03vcw*,SF,SP,SP,Hicks,Jordan,Hicks,Jordan
854,Nate Pearson,663878,663878,20160,10295,*04eec*,CHC,RP,RP,Pearson,Nate,Pearson,Nate
855,Tyler Stephenson,663886,663886,17988,10358,*03pix*,CIN,C,C,Stephenson,Tyler,Stephenson,Tyler
856,Brendon Little,663893,663893,21574,11552,*04afl*,TOR,RP,RP,Little,Brendon,Little,Brendon
857,Luke Williams,663897,663897,19931,11017,*03qk3*,ATL,SS,2B/3B/ OF,Williams,Luke,Williams,Luke
858,Brendan Rodgers,663898,663898,17907,9781,*03lua*,HOU,2B,2B,Rodgers,Brendan,Rodgers,Brendan
859,Brady Singer,663903,663903,25377,10145,*03pov*,CIN,SP,SP,Singer,Brady,Singer,Brady
860,Travis Blankenhorn,663905,663905,18395,10762,*03qk2*,FA,OF,OF,Blankenhorn,Travis,,
861,Tristan Beck,663941,663941,21584,10352,*04afk*,SF,RP,RP,Beck,Tristan,Beck,Tristan
862,Tyler Holton,663947,663947,26231,11459,*04naz*,DET,RP,RP,Holton,Tyler,Holton,Tyler
863,Tyler Ivey,663959,663959,20237,10432,*04efv*,HOU,SP,SP,Ivey,Tyler,Ivey,Tyler
864,Cesar Salazar,663967,663967,21587,11781,*04psg*,HOU,C,C,Salazar,Cesar,Salazar,César
865,Jake Mangum,663968,663968,sa3011255,12067,*05135*,TB,OF,OF,Mangum,Jake,Mangum,Jake
866,Tyler Phillips,663969,663969,20629,10734,*03qt6*,PHI,RP,RP,Phillips,Tyler,Phillips,Tyler
867,Blair Calvo,663971,663971,25416,11654,*051hf*,DET,RP,RP,Calvo,Blair,Calvo,Blair
868,Chris Paddack,663978,663978,20099,10161,*03qne*,MIN,SP,SP,Paddack,Chris,Paddack,Chris
869,Trevor Stephan,663986,663986,19932,11194,*0421j*,CLE,RP,RP,Stephan,Trevor,Stephan,Trevor
870,Nick Vespi,663989,663989,21093,11472,*03qv3*,PHI,RP,RP,Vespi,Nick,Vespi,Nick
871,Richard Lovelady,663992,663992,19337,10525,*041w0*,TOR,RP,RP,Lovelady,Richard,Lovelady,Richard
872,Nathaniel Lowe,663993,663993,19566,10296,*041xv*,WSH,1B,1B,Lowe,Nathaniel,Lowe,Nathaniel
873,Ian Happ,664023,664023,17919,9655,*03nmw*,CHC,OF,OF,Happ,Ian,Happ,Ian
874,Mark Mathias,664029,664029,18032,10783,*03qkb*,FA,2B,2B,Mathias,Mark,,
875,Ty France,664034,664034,17982,10485,*03whq*,MIN,1B,1B,France,Ty,France,Ty
876,Brandon Lowe,664040,664040,18882,10068,*03qjy*,TB,2B,1B/2B,Lowe,Brandon,Lowe,Brandon
877,Travis Lakins Sr.,664042,664042,18600,10460,,CHW,RP,RP,Lakins Sr.,Travis,Lakins Sr.,Travis
878,Cody Stashak,664054,664054,18088,10652,,PHI,RP,RP,Stashak,Cody,Stashak,Cody
879,Harrison Bader,664056,664056,18030,9710,*03qjv*,MIN,OF,OF,Bader,Harrison,Bader,Harrison
880,Andrew Stevenson,664057,664057,17932,9707,,FA,OF,OF,Stevenson,Andrew,,
881,David Fletcher,664058,664058,17992,9230,*03qlw*,ATL,SS,2B/SS,Fletcher,David,Fletcher,David
882,Sam Haggerty,664059,664059,18054,10683,*03qz9*,TEX,OF,OF,Haggerty,Sam,Haggerty,Sam
883,Tony Gonsolin,664062,664062,19388,10346,*041v6*,LAD,SP,SP,Gonsolin,Tony,Gonsolin,Tony
884,Scott Kingery,664068,664068,17975,9777,*03pjc*,LAA,SS,SS,Kingery,Scott,Kingery,Scott
885,Garrett Cleavinger,664076,664076,17897,10769,*03qju*,TB,RP,RP,Cleavinger,Garrett,Cleavinger,Garrett
886,Tyler Jay,664079,664079,17952,12076,*03n6f*,MIL,RP,RP,Jay,Tyler,Jay,Tyler
887,Austin Allen,664119,664119,18083,10138,*03qkr*,FA,C,C,Allen,Austin,,
888,Scott Effross,664123,664123,18384,11273,*03qs8*,NYY,RP,RP,Effross,Scott,Effross,Scott
889,Pete Fairbanks,664126,664126,17998,10634,*03qo0*,TB,RP,RP,Fairbanks,Pete,Fairbanks,Pete
890,Geoff Hartlieb,664129,664129,19558,10623,*04yk6*,NYY,RP,RP,Hartlieb,Geoff,Hartlieb,Geoff
891,Ian Gibaut,664139,664139,17871,10484,*03qpg*,CIN,RP,RP,Gibaut,Ian,Gibaut,Ian
892,JT Brubaker,664141,664141,17578,10476,*03qm8*,NYY,RP,RP,Brubaker,JT,Brubaker,JT
893,Joey Lucchesi,664192,664192,19320,9952,*041rn*,SF,SP,SP,Lucchesi,Joey,Lucchesi,Joey
894,Taylor Clarke,664199,664199,17611,10448,*03qjz*,KC,RP,RP,Clarke,Taylor,Clarke,Taylor
895,Phil Maton,664208,664208,18064,9677,*03qwa*,STL,RP,RP,Maton,Phil,Maton,Phil
896,Dylan Moore,664238,664238,18042,10444,*03qml*,SEA,2B/SS/ 3B/OF,1B/2B/ SS/3B/OF,Moore,Dylan,Moore,Dylan
897,Kyle Garlick,664247,664247,18063,10622,*03v3t*,FA,OF,OF,Garlick,Kyle,,
898,Framber Valdez,664285,664285,17295,10083,*04auj*,HOU,SP,SP,Valdez,Framber,Valdez,Framber
899,Dauri Moreta,664294,664294,21101,11294,*05tux*,PIT,RP,RP,Moreta,Dauri,Moreta,Dauri
900,Cristian Javier,664299,664299,17606,10717,*045kb*,HOU,RP,RP,Javier,Cristian,Javier,Cristian
901,Estevan Florial,664314,664314,19151,10194,*03yth*,FA,OF,OF,Florial,Estevan,,
902,Sixto Sanchez,664350,664350,19680,10336,*0440n*,MIA,SP,SP,Sanchez,Sixto,,
903,Luis Contreras,664351,664351,25839,12105,*05ss8*,HOU,RP,RP,Contreras,Luis,Contreras,Luis
904,Jose Urquidy,664353,664353,18413,10645,*0440h*,DET,SP,SP,Urquidy,Jose,Urquidy,José
905,Jhon Romero,664584,664584,19940,11295,,MIN,RP,RP,Romero,Jhon,,
906,Alejo Lopez,664670,664670,21127,11230,*03wkr*,ATH,2B,2B,Lopez,Alejo,Lopez,Alejo
907,Myles Straw,664702,664702,17620,10109,*03qqb*,TOR,OF,OF,Straw,Myles,Straw,Myles
908,Kyle Isbel,664728,664728,21614,10408,*04ppo*,KC,OF,OF,Isbel,Kyle,Isbel,Kyle
909,P.J. Higgins,664731,664731,18433,10917,*03qqe*,CIN,C/1B,C/1B,Higgins,P.J.,Higgins,P.J.
910,Jose Espada,664744,664744,21131,11878,,SD,RP,RP,Espada,Jose,Espada,Jose
911,Alexis Diaz,664747,664747,21132,11350,*03qqf*,CIN,RP,RP,Diaz,Alexis,Díaz,Alexis
912,Alec Bohm,664761,664761,21618,10125,*04mn5*,PHI,3B,1B/3B,Bohm,Alec,Bohm,Alec
913,LaMonte Wade Jr.,664774,664774,18126,10271,*03qo2*,SF,1B,1B/OF,Wade Jr.,LaMonte,Wade Jr.,LaMonte
914,Jake Cousins,664776,664776,21620,11224,*04eru*,NYY,RP,RP,Cousins,Jake,Cousins,Jake
915,Danny Young,664849,664849,18439,10015,*03qni*,NYM,RP,RP,Young,Danny,Young,Danny
916,Jay Flaa,664852,664852,,10566,*03qma*,ATL,RP,RP,Flaa,Jay,Flaa,Jay
917,Ryan Helsley,664854,664854,18138,10321,*03ql5*,STL,RP,RP,Helsley,Ryan,Helsley,Ryan
918,Seby Zavala,664874,664874,18887,9985,*03qqd*,BOS,C,C,Zavala,Seby,Zavala,Seby
919,Justin Lawrence,664875,664875,17639,10499,*03qq9*,PIT,RP,RP,Lawrence,Justin,Lawrence,Justin
920,Danny Mendick,664901,664901,18889,10686,*03qxt*,CHW,3B,2B/3B,Mendick,Danny,,
921,Seth Brown,664913,664913,18171,10677,*03qvr*,ATH,1B/OF,1B/OF,Brown,Seth,Brown,Seth
922,Nick Dini,664926,664926,18206,10668,*03qry*,TB,C,C,Dini,Nick,,
923,Cam Vieaux,664944,664944,19529,11498,,PIT,RP,RP,Vieaux,Cam,,
924,Anthony Misiewicz,664948,664948,18152,10875,*03quj*,MIN,RP,RP,Misiewicz,Anthony,Misiewicz,Anthony
925,Brett Sullivan,664954,664954,18217,10951,*03qtv*,SD,C,C,Sullivan,Brett,Sullivan,Brett
926,Jake McCarthy,664983,664983,21622,10226,*03qyv*,ARI,OF,OF,McCarthy,Jake,McCarthy,Jake
927,Trevor Kelley,665001,665001,18454,9618,*04z5q*,SEA,RP,RP,Kelley,Trevor,Kelley,Trevor
928,Kody Clemens,665019,665019,20572,11342,*04ppi*,PHI,1B/3B,1B/3B,Clemens,Kody,Clemens,Kody
929,Hobie Harris,665048,665048,18615,11777,*03yxs*,BOS,RP,RP,Harris,Hobie,Harris,Hobie
930,Griffin Conine,665052,665052,21626,10210,*04mn2*,MIA,OF,OF,Conine,Griffin,Conine,Griffin
931,Tyler Payne,665066,665066,21139,11301,*05xlb*,FA,C,C,Payne,Tyler,,
932,Jared Walsh,665120,665120,18607,10621,*04p9n*,FA,1B,1B,Walsh,Jared,,
933,Dean Kremer,665152,665152,19350,10183,*041yb*,BAL,SP,SP,Kremer,Dean,Kremer,Dean
934,Nick Maton,665155,665155,21635,11016,*04ei5*,CHW,2B/3B,2B/3B,Maton,Nick,Maton,Nick
935,Jeremy Pena,665161,665161,21636,11309,*04ppj*,HOU,SS,SS,Pena,Jeremy,Peña,Jeremy
936,Ruben Cardenas,665180,665180,sa3007505,10593,*04pyz*,FA,OF,OF,Cardenas,Ruben,,
937,Gilberto Celestino,665482,665482,20233,10763,*03vum*,NYM,OF,OF,Celestino,Gilberto,Celestino,Gilberto
938,Fernando Tatis Jr.,665487,665487,19709,9948,*03zbh*,SD,OF,OF,Tatis Jr.,Fernando,Tatis Jr.,Fernando
939,Vladimir Guerrero Jr.,665489,665489,19611,9785,*03ojr*,TOR,1B,1B/3B,Guerrero Jr.,Vladimir,Guerrero Jr.,Vladimir
940,Cristian Pache,665506,665506,19948,10172,*03xlc*,ARI,OF,OF,Pache,Cristian,Pache,Cristian
941,Rafael Marchan,665561,665561,21646,11064,*0403l*,PHI,C,C,Marchan,Rafael,Marchán,Rafael
942,Deivi Garcia,665620,665620,20276,10184,*0406o*,MIL,RP,RP,Garcia,Deivi,García,Deivi
943,Luis Medina,665622,665622,21649,10280,*03zlf*,ATH,SP,SP,Medina,Luis,Medina,Luis
944,Elvis Peguero,665625,665625,21652,11267,*05uk1*,MIL,RP,RP,Peguero,Elvis,Peguero,Elvis
945,Kervin Castro,665645,665645,21656,11173,,NYY,RP,RP,Castro,Kervin,Castro,Kervin
946,Reiver Sanmartin,665665,665665,19754,11296,,CIN,RP,RP,Sanmartin,Reiver,Sanmartin,Reiver
947,Antonio Santos,665733,665733,20383,10743,,CHC,RP,RP,Santos,Antonio,Santos,Antonio
948,Angel Felipe,665734,665734,21163,11772,*060mo*,LAA,RP,RP,Felipe,Angel,Felipe,Angel
949,Juan Soto,665742,665742,20123,10030,*03ynj*,NYM,OF,OF,Soto,Juan,Soto,Juan
950,Leody Taveras,665750,665750,18900,10274,*03pzo*,TEX,OF,OF,Taveras,Leody,Taveras,Leody
951,Luis De Los Santos,665782,665782,21682,10578,*06amh*,NYM,3B,3B,De Los Santos,Luis,De Los Santos,Luis
952,Edward Cabrera,665795,665795,21690,10721,*04ali*,MIA,SP,SP,Cabrera,Edward,Cabrera,Edward
953,Miguel Amaya,665804,665804,21693,10290,*03xs3*,CHC,C,C,Amaya,Miguel,Amaya,Miguel
954,Oswaldo Cabrera,665828,665828,21707,11391,*042no*,NYY,3B,1B/2B/ SS/3B/OF,Cabrera,Oswaldo,Cabrera,Oswaldo
955,Oneil Cruz,665833,665833,21711,10305,*03zlh*,PIT,SS/OF,SS/OF,Cruz,Oneil,Cruz,Oneil
956,Enmanuel Valdez,665839,665839,21716,11626,*042af*,PIT,2B,2B,Valdez,Enmanuel,Valdez,Enmanuel
957,Jair Camargo,665856,665856,21730,11989,*05ge4*,MIN,C,C,Camargo,Jair,Camargo,Jair
958,Sebastian Rivero,665861,665861,21735,10931,,LAA,C,C,Rivero,Sebastian,Rivero,Sebastián
959,Jazz Chisholm Jr.,665862,665862,20454,10231,*045qo*,NYY,3B/OF,3B/OF,Chisholm Jr.,Jazz,Chisholm Jr.,Jazz
960,Javier Assad,665871,665871,21741,11547,*04fq2*,CHC,SP,SP,Assad,Javier,Assad,Javier
961,Jose Fermin,665877,665877,21746,11776,*03zbp*,STL,2B,2B/SS/ 3B,Fermin,Jose,Fermín,José
962,Seuly Matias,665890,665890,,10330,*03t0u*,KC,OF,OF,Matias,Seuly,Matias,Seuly
963,Simon Muzziotti,665922,665922,19553,11170,*03zxj*,FA,OF,OF,Muzziotti,Simon,,
964,Esteury Ruiz,665923,665923,21780,10193,*0406v*,ATH,OF,OF,Ruiz,Esteury,Ruiz,Esteury
965,Andres Gimenez,665926,665926,19950,10133,*03pzn*,TOR,2B,2B,Gimenez,Andres,Giménez,Andrés
966,Andres Chaparro,665953,665953,21797,11780,*0406n*,WSH,DH,1B,Chaparro,Andres,Chaparro,Andrés
967,Carlos Narvaez,665966,665966,19722,12012,*048tn*,BOS,C,C,Narvaez,Carlos,Narvaez,Carlos
968,Lolo Sanchez,665975,665975,sa917767,10277,,SEA,OF,OF,Sanchez,Lolo,Sánchez,Lolo
969,Leonel Valera,665987,665987,sa917320,10553,*04j4e*,KC,2B,2B,Valera,Leonel,Valera,Leonel
970,Jonathan Aranda,666018,666018,21837,11394,*05t9v*,TB,1B,1B,Aranda,Jonathan,Aranda,Jonathan
971,Freddy Fermin,666023,666023,21840,11514,*05lo5*,KC,C,C,Fermin,Freddy,Fermin,Freddy
972,Ian Anderson,666120,666120,19951,10217,*041m0*,ATL,SP,SP,Anderson,Ian,Anderson,Ian
973,Tyler Baum,666121,666121,sa1054042,10861,*04nay*,ATH,RP,RP,Baum,Tyler,Baum,Tyler
974,Braxton Garrett,666129,666129,21844,10147,*041e3*,MIA,SP,SP,Garrett,Braxton,Garrett,Braxton
975,Jay Groome,666130,666130,sa917925,9829,*03ysp*,SD,SP,SP,Groome,Jay,Groome,Jay
976,Nolan Jones,666134,666134,20529,10304,*041q6*,COL,OF,OF,Jones,Nolan,Jones,Nolan
977,Khalil Lee,666137,666137,19952,10266,,FA,OF,OF,Lee,Khalil,,
978,Josh Lowe,666139,666139,19953,10254,*041ah*,TB,OF,OF,Lowe,Josh,Lowe,Josh
979,Cole Ragans,666142,666142,21846,10166,*041ma*,KC,SP,SP,Ragans,Cole,Ragans,Cole
